name,label,HCP_A_CI_lower,HCP_A_CI_upper,DUD_45yo_CI_lower,DUD_45yo_CI_upper,DUD_childhood_CI_lower,DUD_childhood_CI_upper,DUD_residual_CI_lower,DUD_residual_CI_upper,HCP_YA_CI_lower,HCP_YA_CI_upper
"Stacked: Task Contrast, SVR+RF",svr_rf_set2,0.36516177396322,0.505338430193995,0.366739121839131,0.486622514628604,0.362863999710765,0.475367196421265,-0.009471487903148,0.127373137565235,0.271994639518733,0.397110832206301
"Stacked: Non Task, SVR+RF",svr_rf_set3,0.289027967241796,0.443469715907978,0.229991375993533,0.35991350592472,0.291549037262757,0.414629306033569,0.006242748420448,0.157883958521454,0.247860760818044,0.372736290856325
"Stacked: Task FC, SVR+RF",svr_rf_set4,0.297462078761467,0.448837556523612,0.20679403692936,0.343712093627086,0.217106698349181,0.344271676002157,-0.035254349357468,0.105402340467155,0.425223724231717,0.53072613679228
"Stacked: Task Contrast & Task FC, SVR+RF",svr_rf_set5,0.368200629834641,0.500939817345605,0.38650564898064,0.502584528049222,0.377182564523446,0.489215093319657,0.0086184998134,0.143131911532936,0.360032991774924,0.476200455812848
"Stacked: All excluding Task FC, SVR+RF",svr_rf_set6,0.368633525160575,0.507617146707079,0.407171983200579,0.522609495751544,0.416206663429579,0.522395352005468,0.019567056302674,0.158905611440961,0.280469365760462,0.408228208954289
"Stacked: All excluding Task Contrast, SVR+RF",svr_rf_set7,0.348616725835621,0.493125451816959,0.287508763996355,0.414894589267575,0.307297907745655,0.428670101789179,0.000847755849651,0.149361384754995,0.419032437754157,0.524674742957092
"Stacked: Resting and Task FC, SVR+RF",svr_rf_set8,0.388746412147892,0.524965525399206,0.259625470408466,0.389380417836747,0.271101848926044,0.393812208629882,0.000269429180679,0.136828956058132,0.416088742631983,0.522300241263685
"Stacked: All, SVR+SVR",svr_svr_set1,0.401060961629965,0.533186781323894,0.419426214303607,0.528461896697131,0.459821509173571,0.556572247781249,0.055494343303608,0.199764766039217,0.326425688350113,0.449170702546686
"Stacked: Task Contrast, SVR+SVR",svr_svr_set2,0.378464822217995,0.510025378045454,0.386052343661939,0.505244859869118,0.38164957899973,0.492955189922443,0.021350090336657,0.160098879456454,0.290791138912761,0.412354145203045
"Stacked: Non Task, SVR+SVR",svr_svr_set3,0.3393747841733,0.484040512631979,0.254099214421053,0.381363821897813,0.295441181826492,0.414175887104469,0.025264086071691,0.166179390674859,0.241042524176413,0.364149409719816
"Stacked: Task FC, SVR+SVR",svr_svr_set4,0.319996245230818,0.465659298498182,0.226565217011727,0.358307349645289,0.235023837078875,0.3608656213968,-0.035530338952135,0.097825195909102,0.417881694222418,0.520792426300733
"Stacked: Task Contrast & Task FC, SVR+SVR",svr_svr_set5,0.387425832635146,0.51718207351709,0.398413716542153,0.518021496729591,0.395059964398605,0.503969737286969,0.019999040361274,0.157143820094325,0.342886010226204,0.461550602578506
"Stacked: All excluding Task FC, SVR+SVR",svr_svr_set6,0.398735423951664,0.5316962830919,0.403822986102689,0.521458814993164,0.433303252321343,0.536092139724511,0.032798085196909,0.175109386674705,0.301915817645675,0.42514282171838
"Stacked: All excluding Task Contrast, SVR+SVR",svr_svr_set7,0.418319598493474,0.550153517210587,0.304747287872073,0.426371397059339,0.298344266170853,0.41511681438689,-0.014365546392322,0.122425288145325,0.387627264797935,0.4972248287417
"Stacked: Resting and Task FC, SVR+SVR",svr_svr_set8,0.396684454050591,0.536486888197956,0.269306199703306,0.39564746564019,0.263771043325216,0.383284281645446,0.013621518263867,0.142510158204936,0.405440553048657,0.508541476224774
"Stacked: All, SVR+XGB",svr_xgb_set1,0.33759607389249,0.479186949426593,0.396969021645179,0.508254337349591,0.427073075608561,0.527101063210542,0.062520455710595,0.199092821471691,0.334814786777369,0.454892070994509
"Stacked: Task Contrast, SVR+XGB",svr_xgb_set2,0.371055652925235,0.511214280259371,0.369604517749154,0.489658392333781,0.368216369293768,0.480842342658011,0.009418425980633,0.147935162456368,0.259582015107082,0.383709633119946
