name,label,HCP_A_CI_lower,HCP_A_CI_upper,DUD_45yo_CI_lower,DUD_45yo_CI_upper,DUD_childhood_CI_lower,DUD_childhood_CI_upper,DUD_residual_CI_lower,DUD_residual_CI_upper,HCP_YA_CI_lower,HCP_YA_CI_upper
"Stacked: All excluding Task Contrast, eNet+SVR",eNet_svr_set7,0.235264271966149,0.363278519927058,0.072385609447068,0.194545663090506,0.096668863734688,0.198632128079222,-0.113681386413454,-0.029093370694961,0.188375935360679,0.29792238162864
"Stacked: Resting and Task FC, eNet+SVR",eNet_svr_set8,0.195794290403713,0.316642757901884,0.043809781059712,0.153690812908114,0.065771997343174,0.161714887299702,-0.06823182154872,0.010999886948814,0.192014189294861,0.300898960482507
"Stacked: All, eNet+XGB",eNet_xgb_set1,0.279805341412209,0.409353404683227,0.217852516025956,0.345525259897322,0.187853577590585,0.30897301678471,-0.119834087707495,0.011967640129386,0.295781245681047,0.406541588654653
"Stacked: Task Contrast, eNet+XGB",eNet_xgb_set2,0.177408577018391,0.333944584204345,0.10719814091001,0.256032442408113,0.131854699372154,0.262884655552193,-0.104057091694822,0.024903714266995,0.229791445430978,0.347337670890167
"Stacked: Non Task, eNet+XGB",eNet_xgb_set3,0.136131024144314,0.286751674462805,0.061948536215367,0.177046627458307,0.066704651991405,0.171386908008746,-0.071194226629162,0.016286648894066,0.065954025573475,0.172652474117603
"Stacked: Task FC, eNet+XGB",eNet_xgb_set4,0.109860043559533,0.249164005470982,0.002985333013039,0.117932196822974,0.027732856230087,0.133932846284195,-0.119019030651443,-0.033036345558372,0.195054460438361,0.304300847712583
"Stacked: Task Contrast & Task FC, eNet+XGB",eNet_xgb_set5,0.22668798968608,0.369500808109084,0.175987537470946,0.307627309681646,0.168167069599244,0.294624189649292,-0.134593352687467,-0.002283182203515,0.285312696656819,0.396902776707911
"Stacked: All excluding Task FC, eNet+XGB",eNet_xgb_set6,0.273444970550281,0.411345085320454,0.193382930337645,0.326145631363297,0.17896377003748,0.312517387230168,-0.094808897141968,0.02981104341928,0.246739119335948,0.364625451333393
"Stacked: All excluding Task Contrast, eNet+XGB",eNet_xgb_set7,0.228754871359415,0.362708950804444,0.074674835015514,0.20233022245809,0.071260010323613,0.190204494654856,-0.134267246411438,-0.028488370979489,0.188399075103051,0.302448975403931
"Stacked: Resting and Task FC, eNet+XGB",eNet_xgb_set8,0.1840375772661,0.3208930218533,0.040159403052044,0.156836194188396,0.047639493722181,0.154935107335295,-0.079183396988203,0.010049808267702,0.192459478184926,0.303376178353603
