,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6
svr_brainVol,0.013252130386828709,-0.017228080110294197,0.015755385475123784,-0.07629575706207947,-0.02348911620358929,0.00016667194633235294,0.022194607090281093
svr_cort,0.006801235130549532,-0.00863424548933911,0.0007768481683021466,-0.0727243947467906,-0.048688487532343894,-0.004365106307169242,0.0007616385522868363
svr_facename,-0.021503182104066765,0.015696791663093235,-0.042578239796209116,-0.011957134979624362,-0.03276259338843812,0.02442402389519638,0.05437861617797102
svr_facename_FC_PCA75,0.0021980211297484287,-0.007634475184387757,-0.0019190393402910289,-0.06021127491616851,-0.03968311741164987,-0.011141884074575392,-0.005406629527870521
svr_faces,0.032488322103677025,-0.06987536182371223,0.0087468260701965,-0.056228356315843664,-0.08511112502714302,-0.04291428790485363,0.010849193291235681
svr_faces_FC_PCA75,-0.017484767567196524,-0.012960425093468508,-0.004239412922711683,-0.06748768403484351,-0.04217270968598896,-0.00850637088866657,0.007188557055480493
svr_mid,-0.008918972680958426,-0.01840723402956601,-5.030728022203945e-05,-0.06174233988257294,-0.03637901436573765,-0.000387872836272507,-0.024035659560382783
svr_mid_FC_PCA75,-0.01965897016550744,-0.013673213049273603,-0.015871287824677838,-0.06742268924122796,-0.03817556392268173,-1.655808468936648e-05,0.003985349732966825
svr_rest_PCA75,0.0032868312027689583,0.011953945080027117,0.012957601775023031,-0.03928212668140718,-0.036213246029996427,-0.0035870035428717806,-0.022961949756248545
svr_stroop,-0.01409339803539389,-0.016797497803373584,-0.004666463905597551,-0.019654007208346647,0.0331437175421494,-0.015216226849353642,0.02745439876194311
svr_stroop_FC_PCA75,0.017291303491650978,-0.006581096139659959,-0.001799752376003605,-0.06502752581647009,-0.021567214337354423,-0.008380406616482539,-0.004674986967194927
svr_subc,-0.003994580812144433,-0.052022876770512205,-3.7395645188231796e-05,-0.05796489015548878,-0.03786759039949317,-0.0002582587110546708,-0.0005089638667405971
svr_surf,-8.908191989864811e-05,-0.016316083336253007,-6.36554447615012e-05,-0.0675719978715148,-0.038171806820261445,-0.00042010488452670636,-0.008866299855245341
xgb_brainVol,-0.03142168894252295,-0.02740892558301411,0.024293800060768422,-0.06099052519319681,-0.05569602162659715,0.014843290004027954,0.03400971621627258
xgb_cort,-0.03724381238475383,-0.08175270525051204,0.026999260461475383,-0.047729774075295106,-0.11670743368196046,-0.02103985889620641,0.02344074654171624
xgb_facename,-0.00983680651320551,0.03014759472167916,-0.011722079631699467,-0.004285978863910467,-0.04150076946590775,0.06899274693377755,0.05809042055194913
xgb_facename_FC_PCA75,-0.02625236018638777,-0.03204348766299381,-0.01697660754678565,-0.04557785768440126,-0.05910892373270249,-0.021979162977922018,-0.014313369728876424
xgb_faces,0.03974081135896379,-0.11174470716973994,0.019670114544154682,-0.10697229741040104,0.036647806255330595,-0.00031995460393940967,0.0023637237566502822
xgb_faces_FC_PCA75,-0.03165658322979659,-0.0207301642036799,-0.007226580659112747,-0.033615163760492006,-0.06881645096303868,-0.027139591700367838,-0.02278518939502505
xgb_mid,-0.052620716114070154,-0.025254222540912252,0.005285230347279013,-0.03093513602521747,-0.05971119770509614,0.010346532205017023,-0.05094998124338512
xgb_mid_FC_PCA75,-0.044307257959622204,0.010235371963602358,-0.030873594563621376,-0.0664792026945491,-0.007025071706391994,-0.010808706511835409,0.04692258956259043
xgb_rest_PCA75,-0.0757753842482003,0.011942290662163124,0.026931647295872607,-0.05579255400354821,-0.028324715718232918,-0.03195823237847262,-0.007256145450325047
xgb_stroop,0.0021034326588799113,-0.027088910262972776,0.0007394478989269926,-0.031416376059096196,-0.021257407218049806,0.014679426078037294,-0.008757552024546422
xgb_stroop_FC_PCA75,-0.048178717987058306,0.012115237702344461,-0.023791583221743462,-0.06628483208863445,-0.0529445649990854,0.011806394605298975,0.008161981653860506
xgb_subc,-0.045539567113548785,-0.028827184157945496,-0.012421337900667018,-0.012260315491861462,-0.05824907669728252,-0.06279892447055513,-0.02277602161469794
xgb_surf,-0.008835218640767861,-0.020146309075434576,-0.014017625076904405,-0.0009848554787199593,-0.01742216234309324,0.02325730139211657,0.004400557823307283
eNet_eNet_set1,-0.2334360356157268,0.038617040225352506,0.013041929923585438,0.057379923979535064,-0.10593233087365839,-0.05950985576874013,-0.04188335021269607
eNet_eNet_set2,-0.09547781363383145,0.028864409202028263,-0.044263909247174826,0.0611685925356793,-0.11674086881891932,-0.06861477944374728,-0.0930981460576783
eNet_eNet_set3,-0.1878985567554896,-0.041293370685819175,0.03946348991330695,0.021459563809979043,-0.02331583373190571,-0.005262015529164721,-0.14063565337106065
eNet_eNet_set4,-0.22785751485929628,-0.023469927252167233,-0.04549382669935009,-0.07619757158474316,-0.08461850517823266,-0.12008073815916309,-0.047257776840826216
eNet_eNet_set5,-0.20189842894114407,0.04400702192154882,-0.04665454436390393,0.044189378138067226,-0.10760534699997026,-0.08891563017818238,-0.020186770329606585
eNet_eNet_set6,-0.23226943540261735,0.027754878507319947,0.018919596979628195,0.08853315508297199,-0.10653767035555606,-0.014673458018323426,-0.10398258135418592
eNet_eNet_set7,-0.2802765498884321,-0.03524732359582883,0.0038596812594879903,-0.010045348594278858,-0.08053351838550249,-0.10195203422308952,-0.10960708192588409
eNet_eNet_set8,-0.18283324129919265,0.0010656440860687955,0.0005014862959134003,0.00010823479236254929,-0.04512673292591485,-0.10500034858945262,-0.06418798638687617
eNet_rf_set1,-0.28088378184692475,0.037185812232792825,-0.04299200143291171,0.032318036797937766,-0.09028630157917816,-0.038344956638330485,-0.0056747680164555
eNet_rf_set2,-0.024263873313436823,0.001096767618973593,-0.07524136803711534,0.05023971940958427,-0.17000100058233092,-0.02833410902614064,-0.018949682410295043
eNet_rf_set3,-0.20802202688957094,-0.04353217620645533,0.04675521336874855,0.017714464232020166,-0.04351793868411313,-0.019661088320169107,-0.11241552898542961
eNet_rf_set4,-0.23319403117053894,-0.0003837678006044509,-0.06101062777522226,-0.045737359970188685,-0.10815679449211002,-0.11781978528656412,-0.04793371886566011
eNet_rf_set5,-0.24532451585345938,0.02731030113852473,-0.10710803332575658,0.01962436053340688,-0.13211499273757554,-0.08889101559922241,0.01031529597001346
eNet_rf_set6,-0.20676556918628597,0.02900756447469044,-0.020641624440074224,0.09387402459224059,-0.09254306936599788,0.027296204683911363,-0.04037438755637579
eNet_rf_set7,-0.31607447416773327,-0.02463985581996031,-0.05795538584434645,0.012143459298797565,-0.054784906572136194,-0.07938899051342196,-0.09455010574709322
eNet_rf_set8,-0.21217682208933208,0.030664257890885782,-0.03934030071740535,0.030754465854962887,-0.0672255505805619,-0.07698742486664845,-0.06398421719475578
eNet_svr_set1,-0.24012902475695874,0.02940116694137529,0.002329151860736456,0.05153137396846019,-0.08584020428798866,-0.070462753160343,-0.05652642449800571
eNet_svr_set2,-0.11130532199421439,0.02004842995914058,-0.053439502626865254,0.056400073627213665,-0.1004246162951079,-0.082316791663682,-0.15933984824617542
eNet_svr_set3,-0.19126143334676438,-0.04092685237868521,0.03780632073416623,0.016723391315639824,-0.018610729732411624,-0.03722452374194618,-0.17578417820599035
eNet_svr_set4,-0.23862099840689432,-0.031947864649201296,-0.03498255300670672,-0.08734101344433931,-0.08473065625877663,-0.11555525174504622,-0.11025098025848235
eNet_svr_set5,-0.22688658085490143,0.034536146553430846,-0.05826399437272123,0.02706439475430844,-0.10559777582782104,-0.09943428467550786,-0.07351210139126829
eNet_svr_set6,-0.2756990824666301,0.017644099574566807,0.024427683990123517,0.08281338553343986,-0.12641478469489842,-0.05259224554706754,-0.14290522620289003
eNet_svr_set7,-0.28654287996577965,-0.04492197644138263,-0.004992277360387876,-0.02605224201792833,-0.08301185666671018,-0.12393458321689321,-0.14290370942435304
eNet_svr_set8,-0.1745009404417972,0.007393439311348837,0.004576206216510892,-0.0020451774224647945,-0.044171072056477634,-0.09194890358989016,-0.07950875665198365
eNet_xgb_set1,-0.33302603002758824,0.007924366821525641,-0.05831695237682988,0.033073078398818234,-0.11463704386593587,-0.05483391154275741,-0.05349306555644384
eNet_xgb_set2,-0.06818008367478257,0.010001230638040703,-0.0643760012689909,0.046097126090124285,-0.16231333485984134,-0.07271827209429516,-0.08619766872729961
eNet_xgb_set3,-0.20793246823396716,-0.0447808832210328,0.04805360681079629,0.017254514015019984,-0.04850636884376991,-0.028729582262223108,-0.12556741573492936
eNet_xgb_set4,-0.2654846287110435,-0.016430019114071603,-0.11314237370870095,-0.0678978519693978,-0.08783030370099287,-0.12564521874572132,-0.027709216707176854
eNet_xgb_set5,-0.31261587828344606,0.03343343992830472,-0.13238436220615557,0.024929631931632,-0.133954691228098,-0.09554248475721061,-0.02911773193592726
eNet_xgb_set6,-0.23796591930755762,0.03540548174783442,-0.031373615563793145,0.0845821707234653,-0.139739407844933,0.010206170144672622,-0.13892198897380914
eNet_xgb_set7,-0.37584294240498495,-0.03968228771290461,-0.05527980975670732,-0.006561610840384979,-0.07817769236287186,-0.10154067974359293,-0.133612514436678
eNet_xgb_set8,-0.21366052673107694,0.023191994724779952,-0.04205935154465923,0.012217700428688305,-0.05646602552034108,-0.0895453390810439,-0.05930816268994299
rf_eNet_set1,0.015212716970469109,0.0060847641431696076,0.00973032230759674,-0.026219290599860834,-0.03393816119418225,0.017977265078511495,0.07744779870024843
rf_eNet_set2,0.02698245379620634,-0.012716342598399377,0.0030163313071769338,-0.033040703296091545,-0.06840399440507094,-0.0038408238384703974,0.07882553124278746
rf_eNet_set3,-0.024215937766390416,-0.03618513550820479,-0.08220520423298971,-0.003107392839223788,-0.10306200208133554,-0.050838016296628874,-0.18661359554964418
rf_eNet_set4,-0.3556853674871736,-0.03229660810677415,-0.03633635551599368,-0.058740795996444106,-0.053487501258626446,-0.01580953079387304,0.011544693428298558
rf_eNet_set5,0.019632588249821947,0.000158897071047992,-0.003186285125399424,-0.032705132808411363,-0.04038332200598793,0.02400036588232457,0.0767263773206226
rf_eNet_set6,0.022836888235869268,-0.005847328431143106,0.005026233346070219,-0.03703594689264289,-0.07358281865018457,-0.006480188218096039,0.08087711782536833
rf_eNet_set7,-0.026328314210972925,-0.03105312763675161,-0.03281776122753155,-0.051903336206337025,-0.07049016710550382,-0.016181695709740263,0.011544693428298558
rf_eNet_set8,-0.02759610635496612,-0.0030792854552932347,-0.033880671541587803,-0.05712524478433001,-0.04992581037796562,-0.014205528461207706,0.011544693428298558
rf_rf_set1,0.011313445945562828,0.023411533693131426,0.004425191897768688,-0.029800834024039213,-0.03711447445943872,0.01430004042599109,0.053538115499427885
rf_rf_set2,-0.00030611732243390755,-0.008283065031364556,-0.01992942109409368,-0.03214927379519805,-0.11059914791613945,-0.035944696789558916,0.051447538375781754
rf_rf_set3,-0.05134764494500854,-0.07652904686408935,-0.21274622939659293,0.027745857006531538,-0.20092200585362652,-0.07744486121018879,-0.24833262312767768
rf_rf_set4,-0.37240977496033123,-0.043559033063578445,-0.048852211985658034,-0.08950083062888003,-0.08169407547450724,-0.05405673190161919,-0.003148302802406411
rf_rf_set5,-0.0019929476678537394,-0.004792330693373481,-0.01461144297948258,-0.035929228899647114,-0.04221988787719111,0.029878483753853047,0.07052781674993336
rf_rf_set6,0.019342319890336523,0.006304227844544097,-0.01375186217626978,-0.032234486210421576,-0.10393620617142996,-0.026267450796799263,0.054820642020678156
rf_rf_set7,-0.05193705604767351,-0.017262337595666644,-0.05107164171251344,-0.09449952745314039,-0.10241823628891389,-0.042150232937037124,-9.323130040561622e-05
rf_rf_set8,-0.04653067892913443,0.015905043979773992,-0.04825778915707435,-0.0910685204406394,-0.07916744066616932,-0.0408033879329015,-0.0038035554107529457
rf_svr_set1,0.021498653249060307,0.0023710481192428245,-0.0003720193876775024,-0.022576990350431814,-0.05353430212461152,0.019083730359182982,0.07417475402421414
rf_svr_set2,0.021136577007259683,-0.01891577239960851,-0.0044838680558414445,-0.02792836450027969,-0.0938724031993623,-0.01762951329228457,0.08554614735939614
rf_svr_set3,-0.050665044553716454,-0.060182023211350355,-0.11311464136741667,-0.04674200668579287,-0.12140408155789961,-0.07092155980685022,-0.27054750284163886
rf_svr_set4,-0.4732481613661088,-0.05714235575374249,-0.04482991901327127,-0.07058860050051852,-0.053898719256492145,-0.026438786234583178,0.0067204943833168995
rf_svr_set5,0.009829083870560584,-0.005225504563074024,-0.00774552883843449,-0.03466977294394602,-0.045764169965749835,0.02123568651836094,0.07406256314466553
rf_svr_set6,0.01695900864002564,-0.01861466512011911,0.0020484786446993697,-0.013396104836110423,-0.1160933884849451,-0.01388840279632153,0.0785563829969056
rf_svr_set7,-0.05257686221328184,-0.08199411545288249,-0.03734860592881284,-0.04468252258515126,-0.09415013725348831,-0.026796230746447325,0.01638246003096422
rf_svr_set8,-0.04186141230021079,-0.02117571484046543,-0.04558930881480161,-0.06818148685460024,-0.04833405734631002,-0.020403764839361793,0.01086308426131255
rf_xgb_set1,0.010918690997145375,0.016234283333293686,-0.008712347662316544,-0.02334627961606195,-0.04734619071732893,0.0017263939292176955,0.05278718116274517
rf_xgb_set2,0.00856916543509556,-0.0062761864967850745,-0.01407912716351456,-0.03243590240533045,-0.09106654854974017,-0.037820057901487125,0.05522473085291302
rf_xgb_set3,-0.045771371107935055,-0.06787980727799803,-0.19575831280847744,0.023593211294190453,-0.20471989826153636,-0.07088199718528387,-0.2765830176555757
rf_xgb_set4,-0.392250104523,-0.04684218246428218,-0.05190036589700897,-0.08785436535083613,-0.06718001289295406,-0.05369441770869243,-0.010868628270589209
rf_xgb_set5,0.005841037497421264,0.007517626783369313,-0.01792199567967323,-0.03136784618182853,-0.050982858688332966,0.016151778376172876,0.05550162980767004
rf_xgb_set6,0.013825120132120117,0.010894486447662777,-0.01521193655388231,-0.026351329774138232,-0.10642087592122063,-0.02998036944569593,0.044299803391317116
rf_xgb_set7,-0.049248881475359996,-0.007120161874408559,-0.05325891223228041,-0.08025580314395908,-0.09274273548022816,-0.042212781159574275,-0.011033483550671797
rf_xgb_set8,-0.04446635502899454,0.0080226492403489,-0.04996421185997746,-0.08364060693071007,-0.0604584460734412,-0.041570202636127096,-0.012199327222607081
svr_eNet_set1,0.008076598420206249,-0.12478066502428553,-0.025372241941515883,0.04883629964573921,-0.13103690640359877,-0.09017396627574015,-0.00860500031135869
svr_eNet_set2,0.004064535150421156,-0.12661532673703957,-0.0768071551640983,-0.013480604167964705,-0.14434187498504158,-0.14789389597860403,-0.016040221324326476
svr_eNet_set3,-0.04947436769200353,-0.06894473158802672,-0.004231286676822821,0.0476318301768921,-0.025860993684285738,-0.06430263990108243,-0.08743753107415198
svr_eNet_set4,-0.1197860784573046,-0.026719229131989986,-0.11245997500321625,-0.10300500271363955,-0.06822279459916447,-0.05181038748104849,-0.00795919729366723
svr_eNet_set5,0.0032837588669333284,-0.12554995917187028,-0.07176761874867044,0.0031308148860162976,-0.1455722044033767,-0.08334834910420486,-0.01569488027918675
svr_eNet_set6,0.0035804458118409155,-0.135444580301761,-0.06717299063055604,0.04908052771034799,-0.13839945711274315,-0.12418001160288994,-0.02144145744912196
svr_eNet_set7,-0.12114473615397725,-0.056697527755610544,-0.05348812795517821,-0.019353719311088646,-0.08383471890663707,-0.0711310412318289,-0.0625204591078743
svr_eNet_set8,-0.09815286935325407,0.005024295186640493,-0.06633333666965036,-0.025871118252013492,-0.0570288985662053,-0.04919118585000426,-0.02964223138345834
svr_rf_set1,-0.058963749341691685,-0.17154162477145785,-0.07301462462968034,-0.015105852295699274,-0.20496735514118325,-0.117997231541898,-0.052316359396137546
svr_rf_set2,-0.05986037662576904,-0.1837904213301056,-0.11740696587195787,-0.012877711772738554,-0.19612602579214755,-0.26421505621011665,-0.051601243724354484
svr_rf_set3,-0.08351143194999255,-0.049073137503880426,-0.04302441149836134,0.02650642057536079,-0.06294086066272109,-0.023752373677136118,-0.10330834125968447
svr_rf_set4,-0.14112389707173945,-0.058086389622525214,-0.1019020131852113,-0.04846781873530159,-0.13826354832594623,-0.0553894045532104,-0.0442535393005723
svr_rf_set5,-0.05888165915247412,-0.18412773455734577,-0.11882634700028571,-0.01843955170054845,-0.20225204368221505,-0.13985357877080729,-0.051284980659959345
svr_rf_set6,-0.060065831478125054,-0.18267619992470996,-0.10527712074910411,0.012906583370005165,-0.19433470889205018,-0.16398655412729846,-0.05110642729394299
svr_rf_set7,-0.17839665681429895,-0.05309756085512807,-0.10650755765850595,-0.003601916687553386,-0.09714003086068557,-0.05969625869630524,-0.06121121547200592
svr_rf_set8,-0.18515699132279817,-0.06844704367324095,-0.08014677192954434,-0.01766694763710852,-0.11288805793507684,-0.07307142158276769,-0.0804766811730806
svr_svr_set1,0.007201888303717818,-0.14971458718619424,-0.04045768212546741,0.019565651434613196,-0.14384281847148928,-0.1409087956303805,-0.014735932130225171
svr_svr_set2,-0.004090056397167974,-0.1571827260145524,-0.08456842831533207,-0.01593564640409495,-0.14879994647302608,-0.18927948835795005,-0.032121918458246634
svr_svr_set3,-0.07258585122729122,-0.05599872757259927,-0.010779172652439772,0.046923777368891306,-0.03263624055999248,-0.05515469434871312,-0.09708553922911989
svr_svr_set4,-0.17676477649939915,-0.04398067631300062,-0.09484788014596646,-0.08879629624054464,-0.05361366314149674,-0.06744573421175315,-0.016274654120361554
svr_svr_set5,-0.0025837647554380894,-0.14621767246921458,-0.08135693187024562,-0.0003417231796338793,-0.1500711522589393,-0.16654202729123835,-0.02136579954631146
svr_svr_set6,-0.0005486049029252982,-0.1515667921890811,-0.08146367697386547,0.03557576528902773,-0.15120267289191291,-0.10567747744108891,-0.04544003072916514
svr_svr_set7,-0.23105832035770035,-0.052385291641767084,-0.067987716456408,0.011157012942557332,-0.10289140428525179,-0.07540349264743429,-0.12395330907148128
svr_svr_set8,-0.198798524031653,-0.009889470621811114,-0.08723542931185801,-0.008674716592806053,-0.0417758505529473,-0.070125010417462,-0.046927334225763895
svr_xgb_set1,-0.03999109162618519,-0.14037765703698746,-0.0800480387019662,0.0009946278570505118,-0.1789853131960515,-0.11365263027413874,-0.02260963564296392
svr_xgb_set2,-0.03434639754914404,-0.1731876323637176,-0.09991774684429,-0.028081771577140646,-0.1812484584942078,-0.21581635428038326,-0.04617355761843944
svr_xgb_set3,-0.09401011116902347,-0.040682991951194625,-0.06643714711319171,0.04236953829732104,-0.07313706131327491,-0.04861905254765331,-0.1136041264955967
svr_xgb_set4,-0.15363261473074252,-0.07091963794582545,-0.12463381276932828,-0.06944120094839845,-0.1580407116686544,-0.08529715111899483,-0.08366623862008216
svr_xgb_set5,-0.041375517500678693,-0.1667856391868885,-0.08362056430845377,-0.0008101735891585804,-0.19474258163172364,-0.1934670263913647,-0.04446383413783184
svr_xgb_set6,-0.03719527740465023,-0.15405121970727187,-0.12805052465653777,0.024147013863470512,-0.17283026809169155,-0.16453189606801777,-0.042616773788908935
svr_xgb_set7,-0.1645161493862306,-0.06620153350390168,-0.1431299054526476,-0.049687789398423776,-0.1355890489809315,-0.06979755755202954,-0.11576594140081276
svr_xgb_set8,-0.18033521005259945,-0.047534401788295266,-0.07867343042127439,-0.031249433734775733,-0.11881337842770989,-0.07953967579879784,-0.06167542032054074
xgb_eNet_set1,-0.00419473873340781,-0.11431437852977888,0.00862644053902073,-0.11707215760178924,0.04103958180226974,0.0031133629673062435,0.034705984056347616
xgb_eNet_set2,-0.015526957033132671,-0.11161384290221421,-0.04882028019865148,-0.13221293422152258,0.030452863597566382,0.0024346883608428183,-0.09409433784843779
xgb_eNet_set3,-0.10487096446667232,-0.11887678823076353,-0.03989812637944712,-0.00809782766952094,-0.06875610447294234,-0.07760063734493361,-0.1177084615435493
xgb_eNet_set4,-0.3418157953880958,-0.174998476487503,-0.19466049712419564,-0.08479879260871126,-0.09654400377084493,-0.14276765523128887,-0.05027073787234282
xgb_eNet_set5,-0.015104138512236132,-0.11005577494508434,-0.08298440224012182,-0.12378882125707791,0.03008269532550356,0.0036720421809345316,0.02431003006150345
xgb_eNet_set6,-0.0044035852879906745,-0.11154568259778741,0.019744338199401357,-0.12397200423801746,0.03684467512356504,0.0031153597089795815,-0.031059129433587573
xgb_eNet_set7,-0.10655227629036235,-0.21395811438398704,-0.07001612835225801,0.025541585014932977,-0.11659098412186597,-0.04831798673437726,-0.03472955365939456
xgb_eNet_set8,-0.11225369066580204,-0.13591866637510752,-0.10350730322509283,-0.07147716063325316,-0.0671342164887172,-0.053460988891425254,-0.04719559131743378
xgb_rf_set1,-0.11791288451172233,-0.12737365909113674,0.00963446736373208,-0.15375085746135997,0.007316051551815139,-0.009702429154341052,-0.05593686652662089
xgb_rf_set2,-0.07104963211763504,-0.1270555101979347,-0.08189102392084102,-0.1548899135548245,0.008621580293604714,-0.008639414444414406,-0.17187443113290923
xgb_rf_set3,-0.14189230328332125,-0.10589550872056619,-0.026290364988676984,-0.048309801716569734,-0.05964642000301623,-0.1363133553031317,-0.11702304497018723
xgb_rf_set4,-0.2665095326215632,-0.22782851272119542,-0.1843760149792757,-0.07473190336998092,-0.0625334236415982,-0.19184921003528022,-0.0967163427339186
xgb_rf_set5,-0.06439760486463597,-0.12678111670913528,-0.10273101392078354,-0.15379428318487665,0.007030646229472248,-0.011178515318529536,-0.05307406709661744
xgb_rf_set6,-0.11931636399462509,-0.12660645457928843,0.02580612867079557,-0.15213105834451945,0.0015966758133703074,-0.009966968906901963,-0.13485932519795574
xgb_rf_set7,-0.14162668589356153,-0.19086248315744458,-0.06411315502958592,0.014115059247656547,-0.1509364587455917,-0.07144499063369403,-0.0984835775256847
xgb_rf_set8,-0.13983808243660034,-0.2080828745624994,-0.1353486358339937,-0.05078585916376377,-0.07961551278657142,-0.08058436655880219,-0.09696646776960005
xgb_svr_set1,-0.04189759209657984,-0.13021234103613,0.01683724779774154,-0.11964170017301567,0.04340239380487876,-0.0009288384244932057,0.006734165675114423
xgb_svr_set2,-0.0417287538629838,-0.13355327118712257,-0.059647216058799524,-0.1520314408874608,0.02277591737694884,-0.005941473536128061,-0.1459442949156593
xgb_svr_set3,-0.14789819849729247,-0.12869326931156344,-0.08064131606390701,-0.029456021848202507,-0.08271775361605882,-0.10712851500476672,-0.19455529126721638
xgb_svr_set4,-0.39601117004431585,-0.1801797538667822,-0.224907959090765,-0.09043681883521204,-0.09591616149721305,-0.17505576877471474,-0.08317355542641613
xgb_svr_set5,-0.04208474338868062,-0.13176683664431277,-0.09134891151390612,-0.13989660263148251,0.03148297961142099,-0.004967253698362928,0.005341959905934113
xgb_svr_set6,-0.04756456952005683,-0.12950933445163093,0.02405103504414985,-0.13577401958742263,0.03689624531543323,-0.0017015498882873015,-0.06345049783688728
xgb_svr_set7,-0.13272108287111117,-0.22373997269198242,-0.08513371961168348,0.019292860251246435,-0.12346511758870404,-0.06708547281287092,-0.054037596098246654
xgb_svr_set8,-0.13606998327098974,-0.15828034128734148,-0.14462509378541633,-0.07044248329142588,-0.06834403705450187,-0.07289844789222633,-0.07428593423913687
xgb_xgb_set1,-0.08111393389880606,-0.12286145147413063,-0.04128700233674665,-0.1445468174127582,0.021203757596937267,-0.00949741520820968,-0.02903171139408456
xgb_xgb_set2,-0.05499172287752074,-0.12353257149912134,-0.09121255061937039,-0.138668064688519,0.013124106350003273,-0.008913881813451319,-0.1693828202006431
xgb_xgb_set3,-0.13877036457729375,-0.1515377005213474,-0.06646172340482637,-0.054306910726523494,-0.07588363881301419,-0.1403684997881922,-0.15898204618454725
xgb_xgb_set4,-0.3363688884822067,-0.2768835745487581,-0.22719355137911168,-0.09145025074490465,-0.08989586930015014,-0.20430430103280517,-0.0926433759939993
