,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7
rf_xgb_set3,0.27597948667370786,0.20368894298163062,0.2219817564789648,0.3028836740055878,0.32381411033289864,0.42945283029880865,0.34093313011818244,0.2868273612639111
rf_xgb_set4,0.5070796259689474,0.38365552098828526,0.5236367710946072,0.5015616238597205,0.23327505896862222,0.43638078859845086,0.5711536262725633,0.4853188048885858
rf_xgb_set5,0.5663998012728236,0.40527954374781255,0.5643343449771174,0.6049898565224592,0.4130141994918724,0.4329222276396692,0.6183816845947729,0.5691807037371488
rf_xgb_set6,0.4883402700074541,0.3623553482370485,0.5445603783035693,0.5270227341532351,0.46524928627223905,0.49026764348065105,0.4548334442080398,0.47116280401162525
rf_xgb_set7,0.4395505900062968,0.3280227270218321,0.46055876108757143,0.45511834138762447,0.2896311283236803,0.44698406900415916,0.5047132455671357,0.4459945776642984
rf_xgb_set8,0.4295976595899106,0.3484572484613929,0.4714442948635085,0.455184296598549,0.250983263085095,0.45614767559122993,0.5320658751252796,0.40616905145900173
svr_eNet_set1,0.5082446760891352,0.34340518774646495,0.4844989052231548,0.31752402920340145,0.4067333358673921,0.5498547593118945,0.6316501044076817,0.4012529641887875
svr_eNet_set2,0.5103826333695831,0.3430666846576196,0.41299139667351925,0.32533604749275247,0.3920834151864667,0.3320293974996829,0.5886570865406535,0.2705185858178446
svr_eNet_set3,0.31617883340974856,0.2920161841619606,0.3321634524894399,0.47443118431911907,0.28566726138948684,0.26541565415168356,0.3579242315358915,0.3499316698729048
svr_eNet_set4,0.4872073253335887,0.32884396956850576,0.5324659610031639,0.5069168301050767,0.30861913795955,0.5932376761608963,0.5638583940078868,0.5254870889982093
svr_eNet_set5,0.5150025699196856,0.34281094881888247,0.4689012962222111,0.31752402920340145,0.3808042227983022,0.5433508154696429,0.6536109968074975,0.37981317067195497
svr_eNet_set6,0.508872282749947,0.37310526775355046,0.4667469226408427,0.32533604749275247,0.4211795615080326,0.4271719700645147,0.5595700429715871,0.3343328249837757
svr_eNet_set7,0.45115032167898034,0.32945142234306385,0.49725116477913167,0.5365832503916599,0.340190488294673,0.5807955941923306,0.5448061002657567,0.48873570240499253
svr_eNet_set8,0.4573458530969692,0.32945142234306385,0.5299666715124626,0.4914742671412272,0.2984130691535283,0.5932721919580828,0.540071835512721,0.49986063200622266
svr_rf_set1,0.4833381760127111,0.2555691090433775,0.5435993415378684,0.31387997318098043,0.413411582446911,0.5546534827011083,0.5667555513187279,0.34128291504749386
svr_rf_set2,0.479766751339596,0.16678096167732875,0.3904889487780739,0.3107586781939802,0.2933823024195272,0.2280344292387851,0.5711108091088535,0.19956323621590044
svr_rf_set3,0.2800812831109125,0.2881798779990892,0.2960105263831015,0.4412754266256693,0.279302052604812,0.2565223461578909,0.3496664274089192,0.32227336635418014
svr_rf_set4,0.5012201501362421,0.3173313570098265,0.5311159856225722,0.5105314752556845,0.282991600537734,0.5900454292051349,0.5344583806917541,0.5216281850413967
svr_rf_set5,0.4743328177374126,0.2554157659752895,0.527924822511342,0.3122277041485268,0.40702518791662556,0.550744623218137,0.5534192713395257,0.3280463381066223
svr_rf_set6,0.4254214797673769,0.1905437708870228,0.42637217889461754,0.3147717301076354,0.30229166557120096,0.26896672421785195,0.5622253631499738,0.2502010780600046
svr_rf_set7,0.4688050124886465,0.32476437980898165,0.5364169562751679,0.5481154461032782,0.3104796516216968,0.5491882475814667,0.518718912715106,0.5107121670351046
svr_rf_set8,0.46733087270028545,0.3260925650674606,0.547230647129022,0.4999605448456523,0.26792890409276693,0.5790507894127019,0.5128427660148602,0.5153102465947197
svr_svr_set1,0.4572368354365719,0.31670323903265796,0.37471602633752726,0.3254476902275095,0.34595843581378494,0.5084825054273695,0.5378527297696523,0.3391559649347697
svr_svr_set2,0.45645070641116287,0.2924055684763364,0.35986291924094954,0.31205122763973264,0.2948524607954491,0.28764048520201263,0.5416600969012965,0.26758062341121425
svr_svr_set3,0.31238726100379144,0.28369559245291287,0.33282100372255535,0.4723479622835759,0.28790805234228467,0.24564818805115657,0.2436136070008651,0.3472105721395781
svr_svr_set4,0.48135592771218383,0.32123357991493173,0.5387500077709597,0.4822678306736802,0.2725413718926603,0.5582878874319143,0.5563979820911961,0.520231042490656
svr_svr_set5,0.47675600188425254,0.3193863436726394,0.38392222154405353,0.3171631909113902,0.3265270393920404,0.5081162802481833,0.6103841428351233,0.3499028554985854
svr_svr_set6,0.43106986548627724,0.29808355594009067,0.39790821237950136,0.3213292486910636,0.3685044372537703,0.3704803812132503,0.4736266466737229,0.29548469325293464
svr_svr_set7,0.42305584208913016,0.3163393250538119,0.4842237658677599,0.5157943463580634,0.33662499753888575,0.5614725612823652,0.4558960903666305,0.49279351083531703
svr_svr_set8,0.48585818212781173,0.3147321062016942,0.5287747738248832,0.47383536148511657,0.25734507330429923,0.5655931817043083,0.5082577638371303,0.5190178177027602
svr_xgb_set1,0.46265141908432506,0.2735958081494346,0.4765712492355022,0.31232315356209295,0.35999934328705757,0.44225052476823445,0.5681120818460961,0.32526810274947293
svr_xgb_set2,0.42205023118359364,0.1741788840067241,0.38323100001841115,0.3100137473376905,0.3185201880700417,0.2824343657173215,0.5047150504658284,0.1982609089484753
svr_xgb_set3,0.2851248354453362,0.27609667085578515,0.25529946250874913,0.4409566302511985,0.25680276550209075,0.2554517868952394,0.3347666622197349,0.3170427579502667
svr_xgb_set4,0.48821983061029883,0.3184130464968926,0.5302239066273116,0.5087391871999345,0.2579387413272926,0.5899316606421255,0.5342498651850953,0.494781319429198
svr_xgb_set5,0.4195356392162594,0.28032007874117215,0.4929703483386445,0.31052375482326744,0.3582183446468453,0.43611819156982135,0.5664446268926212,0.3141069482109982
svr_xgb_set6,0.43927439251682376,0.19208002782082112,0.40381851072258534,0.31287143579767956,0.3109126474034602,0.3031927943848021,0.5027141112246081,0.26024785388762717
svr_xgb_set7,0.4474850687266334,0.3212655052013794,0.5067352226301185,0.5404698040811959,0.2962769886653467,0.5371990856450084,0.4900486202288049,0.49847713617748646
svr_xgb_set8,0.4230664410520656,0.32256498962180913,0.5279233559735806,0.4820375251012817,0.23836624231317263,0.583457219136162,0.5199429194952222,0.5058314696535177
xgb_eNet_set1,0.5495115593737212,0.38904504321232514,0.5632916713186826,0.6273206910349719,0.3168974075719917,0.5264296099309109,0.6061570593250768,0.5168204572496173
xgb_eNet_set2,0.5851709228402617,0.31214192381758715,0.37300058717458323,0.5742313990852808,0.3790728843184432,0.41218672003859963,0.5204197950481017,0.5245915435523298
