,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7
xgb_eNet_set3,0.1857061768299156,0.14855127041999633,0.2162671213372924,0.36545292545528407,0.11204961037190367,0.36675354095344626,0.45113700615346675,0.2764562133809543
xgb_eNet_set4,0.4951125700774408,0.3982118090691918,0.5104340134237856,0.4759464830688764,0.25281903334529077,0.4496343117298889,0.3216930889640346,0.44538785225794475
xgb_eNet_set5,0.5461030357181762,0.41038197819873284,0.5640697756963009,0.6168654133065221,0.3500578720047227,0.500674688381125,0.5825422033841989,0.5604140298567355
xgb_eNet_set6,0.44152084482122467,0.3020112704937436,0.41755717454140573,0.6089520021989265,0.3241353700841665,0.5010160886195314,0.5918972719845306,0.48606052109377323
xgb_eNet_set7,0.47398905223621124,0.3641455398169913,0.5063863115173621,0.5106362549924657,0.2313627590049609,0.4644255034418432,0.5171013193947034,0.42009059843936863
xgb_eNet_set8,0.47131233074293255,0.38469380005085574,0.4894213352483863,0.48533717123162484,0.23276342661020072,0.458495681793495,0.4885806311794798,0.42096066176374014
xgb_rf_set1,0.34519313396557366,0.40412809594569704,0.458712353296635,0.6091684002226957,0.11728498448595093,0.28782117923163947,0.31218261280523224,0.42355480405149254
xgb_rf_set2,0.6003841971228885,0.30844856627030093,0.3060439191156954,0.5486362158393355,0.3415157723282174,0.3894808064070526,0.21251830605709726,0.4772433588233984
xgb_rf_set3,0.17751548966354927,0.11482745738784435,0.18382533435352072,0.3321897504337782,0.1150540533911108,0.2610645963263578,0.41039400304993856,0.26407694520772595
xgb_rf_set4,0.43204420029761625,0.3941395022035982,0.4530144327640889,0.4457133284948095,0.193533855182565,0.44564916710194524,0.22803815238869132,0.37341780540187797
xgb_rf_set5,0.3472855737136657,0.40654348114754424,0.5049923388477209,0.5953265206963805,0.2837904048070562,0.47662426046196105,0.23319111997037267,0.4986577990082324
xgb_rf_set6,0.21681557694810388,0.2995385119720414,0.2076517083130332,0.5867140715738817,0.11955169947339617,0.2773048397820714,0.3502390303606553,0.2437577536097493
xgb_rf_set7,0.4278159446297751,0.393681027999054,0.4169765709600966,0.35604682242024743,0.10573101948308551,0.28809388558788673,0.3041275765880681,0.3517881039323121
xgb_rf_set8,0.4197538199778482,0.398952581836635,0.41619308944058875,0.46468021864991677,0.10847922663626038,0.4366425995350658,0.23198673769647804,0.22546463665860378
xgb_svr_set1,0.4305283361882445,0.361660496290564,0.3662653314734856,0.5852034370191889,0.22153952476641928,0.44366262342723484,0.41796271279854436,0.3688979625328842
xgb_svr_set2,0.5801444014877892,0.3009062218010016,0.33856468492672287,0.5479016152657288,0.3406159523017457,0.39039292952762505,0.35698618564070456,0.5175268873730516
xgb_svr_set3,0.18685988909290854,0.11821684433743884,0.1800948920996133,0.34564290190236624,0.10927774209133553,0.2898028509300361,0.38662819571674845,0.2682045071559641
xgb_svr_set4,0.4179016070253431,0.3704666220853577,0.4632269121866376,0.44146423635521703,0.19500029593537177,0.43128841173611865,0.2443461545713898,0.37105779164230274
xgb_svr_set5,0.45021988994505735,0.38202242987898155,0.4680073636447388,0.598480417837665,0.310002841107309,0.47120913474429693,0.3034094691450923,0.5024970259685566
xgb_svr_set6,0.36208349660914957,0.26415989405317664,0.2560809449986856,0.5534152783545625,0.20798150625288797,0.4139205804453242,0.4614406097822793,0.364075688336227
xgb_svr_set7,0.40817932013035185,0.3236459776683869,0.33801663258118214,0.4359389479911749,0.14900715466842845,0.3710418543248287,0.36028432674230626,0.32251315992327045
xgb_svr_set8,0.3972034681183564,0.35128374338863155,0.45017395020854734,0.4391461378357102,0.15047911337242117,0.43687658471469826,0.28865674433154065,0.2752373640713811
xgb_xgb_set1,0.4008139192596853,0.3669416422769528,0.3054079977062737,0.5999703189049422,0.20567673991828828,0.3641276336951091,0.3566841496429738,0.31726222047900704
xgb_xgb_set2,0.5901068396637019,0.26232980945055523,0.3134055299263525,0.5446252502218945,0.3451711930115886,0.364096315328442,0.3137406827070438,0.48810634730501723
xgb_xgb_set3,0.1763952004240338,0.11396292971463182,0.19592542817091058,0.34240031729305753,0.11194193419480877,0.2710135542480958,0.36659928624546845,0.25384273351830555
xgb_xgb_set4,0.379523122671658,0.37065769024034456,0.43645186028277166,0.43262159851172866,0.2168816031313704,0.43706352808637516,0.2576374760283104,0.35823730370243445
xgb_xgb_set5,0.4011781758799394,0.3735071312666988,0.45550280178897185,0.577494193681457,0.32827276985782883,0.44546797510378144,0.2883968720031885,0.4767585031262452
xgb_xgb_set6,0.2733443581259878,0.2579084437774779,0.24925504038897717,0.5759560398339683,0.18772319543570992,0.34574239498400783,0.4061625532901698,0.2982895990431086
xgb_xgb_set7,0.37862069873366944,0.3740417743713434,0.3209090766132777,0.42790789351496006,0.1549108068551623,0.34676690638617247,0.3437981090740081,0.3061090250968777
xgb_xgb_set8,0.38486213967775984,0.381944861045021,0.3832868239638839,0.4171195978730897,0.15463447763184585,0.42350654344618516,0.27866987418932376,0.26967959620720866
