,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7
eNet_eNet_set1,0.43331513481684736,0.2815851171802789,0.41265680559226914,0.4136742754032562,0.1946581815382027,0.26225719865862274,0.4189155994463907,0.4006512815165212
eNet_eNet_set2,0.3834049122751203,0.2374806228514127,0.35016942759839387,0.35309327460970497,0.16176338896780285,0.16930036570795792,0.373608215501835,0.3994405232110987
eNet_eNet_set3,0.021958565244117323,0.05270949405527314,0.14211536454278317,0.19076611007181166,0.050850611889730724,0.10502780084387342,0.06803279830828723,0.11751527946136808
eNet_eNet_set4,0.25789169976452686,0.14614301159746634,0.3033487178387597,0.2721951050042889,0.10431516961474663,0.2800270611759832,0.3005129015334189,0.2594345035460335
eNet_eNet_set5,0.41940357705542486,0.2703330648729311,0.4235302054175697,0.3921534081551201,0.19284496477199142,0.2712300153670286,0.4311104699839772,0.41923669371863037
eNet_eNet_set6,0.4041285899619509,0.25572719586080783,0.3511303714612015,0.39412675993599877,0.17655716184881265,0.20943918852425358,0.3724692823593492,0.3694165159189743
eNet_eNet_set7,0.23815827860136685,0.15338579863589552,0.2834769969934394,0.30972047178557416,0.09517975705936943,0.2729874853492914,0.2707959158630411,0.23781716283055698
eNet_eNet_set8,0.2484871855702666,0.14170074705700952,0.3021119214222703,0.2741160204185381,0.10184936167010827,0.2748475158630582,0.2896496252961306,0.25154257252584356
eNet_rf_set1,0.4104458701364905,0.2772069338113716,0.4069948458568682,0.3607453456005184,0.18382337970159368,0.3113597364707581,0.3801676663483503,0.38976512109059946
eNet_rf_set2,0.3625933002133478,0.22981339940050216,0.3510375280097252,0.30287537285385957,0.15415851618206122,0.2275914615851623,0.36433575217560876,0.3950504050252125
eNet_rf_set3,0.042299882096821895,0.06636495201793391,0.11174785054577008,0.19859833080950373,0.03268187575702597,0.13922005281363115,0.08551198137627392,0.11727429367442077
eNet_rf_set4,0.2555381240945582,0.15555432424744253,0.30967022530465316,0.2776599538447643,0.10406640110602638,0.2475324870433787,0.2825611773633603,0.26322675749070024
eNet_rf_set5,0.4111483355459884,0.25972899549792494,0.41207748448409476,0.34049706367950405,0.1763252705045465,0.29952124371748856,0.3868467652916081,0.4121536803803455
eNet_rf_set6,0.3791682029734811,0.24830053223287119,0.34400783017644143,0.3507249241168451,0.15900623916816403,0.2680869478564537,0.37301276357029844,0.3477914585801335
eNet_rf_set7,0.24900393155300404,0.16441080449324685,0.294355101371384,0.30712838569412726,0.1238410473915047,0.25094037263742075,0.23432642328824083,0.23620118015870928
eNet_rf_set8,0.252584707136599,0.15642471140740632,0.29659227405305233,0.27641714243939797,0.1067824267681532,0.23672790246844322,0.27530525866045863,0.25355424877956656
eNet_svr_set1,0.42672110946549424,0.27206980979448847,0.4217486885849243,0.41857490900525485,0.1928549059632707,0.23885534419925492,0.43559895107942315,0.3934771670069198
eNet_svr_set2,0.3814716195588672,0.2293387953161964,0.3634340154701341,0.3510068593457003,0.13246851875786714,0.1519306784834561,0.361377890422543,0.40043784043067376
eNet_svr_set3,0.0007517562139716105,0.048589178895185214,0.12081974038926668,0.20650531103370007,0.020646193756748255,0.09227139395595807,0.10229848511368067,0.09740927386406772
eNet_svr_set4,0.2580030066406874,0.13319644041905687,0.31961031670152107,0.2665672335854803,0.10988665148640708,0.2813576216618777,0.3109840726556091,0.25663234383103384
eNet_svr_set5,0.4220039503792731,0.24937326464333565,0.4542394221658288,0.39048165559384485,0.19320380730685582,0.2567751132252615,0.42629622680772583,0.41178195916148264
eNet_svr_set6,0.3981093401080412,0.23861359858249542,0.36229615662505354,0.3914546705760261,0.18115114028654655,0.18824905019780047,0.3977367748372499,0.3791961605915065
eNet_svr_set7,0.22046198500114722,0.14317492223712902,0.2982409675050778,0.2966770084280037,0.09034326110474034,0.2726131722604134,0.283180140402291,0.2335095829319841
eNet_svr_set8,0.24274345453208868,0.12691593471309082,0.3165523667555231,0.27225930675153986,0.1033184974187834,0.2682635010641218,0.2955014138679598,0.243553996384282
eNet_xgb_set1,0.4149757339986758,0.23414296033430249,0.4262411591993355,0.3847097646606543,0.17766903016720348,0.27901766129209093,0.40005729542477864,0.3977911660677499
eNet_xgb_set2,0.3427443712825561,0.23572922847052957,0.3598290965796438,0.2663581243508515,0.11655925951002655,0.1802910872229616,0.33857626972149546,0.3825070292792052
eNet_xgb_set3,0.03189271666116933,0.08792389682203505,0.13222413754970996,0.21734875073447957,0.06500886072477363,0.12821357947234924,0.06602583482190993,0.1030798613528302
eNet_xgb_set4,0.2687353302799411,0.14777562712368664,0.31219747213909754,0.290737196910292,0.08044750064609285,0.24700302310596944,0.2785138211267151,0.27224067099788385
eNet_xgb_set5,0.4060186442403316,0.2462287194812377,0.4264819346823018,0.34467267961185144,0.1709600963157204,0.23773028784924355,0.40677859627344104,0.40986917312619797
eNet_xgb_set6,0.36591986815619415,0.22004560862821265,0.33820456801491605,0.3514883837926659,0.1589541010343266,0.20920304518276123,0.3699998881755604,0.3407744978565992
eNet_xgb_set7,0.24424242331403967,0.1570784794027601,0.29924062308898136,0.3166437705147078,0.11821567502414931,0.26054198743075063,0.2306849252821902,0.24022611827629714
eNet_xgb_set8,0.2615626539195305,0.15843060544110943,0.31089548440862613,0.2778991006818844,0.09016700546876077,0.24951733133717524,0.2771746607604385,0.26174814853889383
rf_eNet_set1,0.2258804503948154,0.1381884444297723,0.1930585884552819,0.18542022677102965,0.15542253529305017,0.18935491013778039,0.21429009443841407,0.18945938770433046
rf_eNet_set2,0.2916797968466125,0.1700430509962606,0.21700547659723213,0.22961362713534006,0.21970601792403444,0.15795936867730664,0.24884647005810445,0.22932874270184278
rf_eNet_set3,0.07270710220613563,0.051827389898569054,0.052308554975280974,0.09664290355525817,0.1142944733626875,0.16265708306789295,0.11899422181063757,0.05357745690510174
rf_eNet_set4,0.2079943597304701,0.09549922679169243,0.18960297223405786,0.138376957869621,0.05262628610640874,0.1921289631241644,0.20942009264730732,0.1640230894779604
rf_eNet_set5,0.25358977152824314,0.14988462627210375,0.21192279018921822,0.20010263577276333,0.15646558511282527,0.19356109200960825,0.25165618843312865,0.21666978932618386
rf_eNet_set6,0.2296797929780211,0.15014797937734936,0.18210315950443068,0.19769937212330513,0.1988467308956121,0.17488627258814438,0.19681044524937052,0.18161454939162625
rf_eNet_set7,0.17531320797565897,0.0930822500214048,0.1601018167977969,0.13689281230731376,0.08599832671602592,0.18858344171545427,0.17127620919303865,0.1387905540161436
rf_eNet_set8,0.19203602974090572,0.0920306689202901,0.17320889804026196,0.12470090661159217,0.06518807776206581,0.1965353042889043,0.20172433043190385,0.14501466109314165
rf_rf_set1,0.20604737053445166,0.1285711465547077,0.1807715958579107,0.17625979606417197,0.12707566282433402,0.17696732540707616,0.2054706924560823,0.18062199053476402
rf_rf_set2,0.2935384904263534,0.15983847367775184,0.23288351996828116,0.2126968287754475,0.19929646707049975,0.12979622289461534,0.2286702429918761,0.20222723640270246
rf_rf_set3,0.06514564752420204,0.03497201974404729,0.047131429185976126,0.0750785219819824,0.09947249598614127,0.16215078900655178,0.10460054428070231,0.055439273576455284
rf_rf_set4,0.21269616113915557,0.10486042776876991,0.20176173551535714,0.17123263787986842,0.05176979201914256,0.1812630150946759,0.23934734918500444,0.18353390958471627
rf_rf_set5,0.24576451296327007,0.14148824270333127,0.20300779867905572,0.20664271698923575,0.12830344227479074,0.17110811333296616,0.2481436864395118,0.20264470114839228
rf_rf_set6,0.2056970986119141,0.13826454989538883,0.18211142724544194,0.17141453330234158,0.1753541071189102,0.15984354525727495,0.16234687238958423,0.16280141513358592
rf_rf_set7,0.1669470095089527,0.09619721297408523,0.1682686532201434,0.13865213098177886,0.07419901286860642,0.18620504269005878,0.19000289890599675,0.15696244784568847
rf_rf_set8,0.17024504025174447,0.09512664896088907,0.17118352159745787,0.13135616262933714,0.0625032533448906,0.19043448570625165,0.21370529541265804,0.1459524552549144
rf_svr_set1,0.21708705080322233,0.125358564065566,0.2009274500402327,0.19259946269986394,0.17467486878436367,0.16429714186772215,0.18882275758284006,0.17703837935510214
rf_svr_set2,0.27609837044301,0.1543473310089487,0.224803890372538,0.2132078873457529,0.21625966984216427,0.1397586505264823,0.22577520271486162,0.199502230058625
rf_svr_set3,0.08583721781255371,0.03744498700741272,0.05687781129389091,0.0925333964971995,0.11647564771812025,0.16637147213153536,0.12856451429729876,0.04849548022075756
rf_svr_set4,0.2022810421644119,0.08310082597587776,0.20096383716316202,0.15315989903931737,0.03729772612258375,0.18022825601059,0.24032396184016036,0.1872411929470773
rf_svr_set5,0.2380034803108838,0.13918297876295005,0.20423530209251206,0.20842454412832312,0.1592027991610936,0.15883669403134693,0.24682921326077134,0.20734839162541696
rf_svr_set6,0.20960295136756035,0.12752233973333948,0.18134150623571543,0.18555298341921422,0.2015040953753544,0.16923873240801468,0.17244930136209635,0.15317786351073925
rf_svr_set7,0.16945905545022122,0.07400505006471558,0.1696552747962724,0.138349579578823,0.10142052588700101,0.18907634465678658,0.18551256806914584,0.14230468817130248
rf_svr_set8,0.1766723875827706,0.07442668147279119,0.18421760153032707,0.1293478455907956,0.056716304440766585,0.185876267496623,0.22065611720397815,0.1571401981486994
rf_xgb_set1,0.1900233655966479,0.11141267547407441,0.16585679933743214,0.17083116938350063,0.11835492169801742,0.1501289565197358,0.15506717212475984,0.1740993424616616
rf_xgb_set2,0.26709432620957585,0.1393582625885431,0.22339371421447052,0.20295407596849957,0.1826790030051597,0.09877401243331851,0.19296402422231695,0.18437986159991304
rf_xgb_set3,0.06757751103651066,0.02422577896098943,0.04627049383521675,0.06422111227451344,0.10381629427305539,0.15165430665236612,0.08285517548268251,0.0668440879053338
rf_xgb_set4,0.21651420326749515,0.11557618966596461,0.21019369214486872,0.16810088524208233,0.04922760113338576,0.17474194391398024,0.24270719771682692,0.19728146362021526
rf_xgb_set5,0.2335131584706398,0.13517682101653217,0.18561903975935223,0.2088891387056342,0.13699620586705752,0.14515746707317334,0.23360009822789507,0.20377373106069563
rf_xgb_set6,0.17443667692686582,0.10355730434668442,0.16700079203194007,0.15861536071277782,0.17002836187986348,0.15223044269910113,0.10459634040709487,0.14867982913998457
rf_xgb_set7,0.15312420769109414,0.08107732609871332,0.15508449374641275,0.13488867025795315,0.08272338737146578,0.15129474192812475,0.1660203775474215,0.16528704146448925
rf_xgb_set8,0.15281179624132035,0.08600980459305851,0.16717070156858993,0.12626590356222533,0.05860085070175913,0.18295139823018325,0.20319458564559278,0.14397323686770946
svr_eNet_set1,0.2533007144767797,0.10550747710242858,0.1927825218129643,0.07947245668708569,0.16022294811002513,0.2669578613857613,0.3138674217041605,0.13993547549894614
svr_eNet_set2,0.25615198636647496,0.10968531511843327,0.14552022636927409,0.08342554827584403,0.1482108375586999,0.10540055157005057,0.23765071791104053,0.06576713187389538
svr_eNet_set3,0.06031516962471206,-0.00995940530822148,0.10643034813960006,0.20866021877821384,0.022389568942993043,0.017902888118598526,0.05941916243009282,0.060357262017235236
svr_eNet_set4,0.20345280318137227,0.02238540463006533,0.2710186562823712,0.2405978987994667,-0.01002203029407056,0.3343013375560625,0.2710525378048245,0.26546164666461136
svr_eNet_set5,0.2648557657938654,0.10576090200542598,0.19099646639776757,0.07947245668708569,0.14350062843078903,0.2687837122583785,0.34921507951236785,0.12878969019583197
svr_eNet_set6,0.24961053904010844,0.12400046513637164,0.16536343338127135,0.08342554827584403,0.1666487947037213,0.16045482653794696,0.2346291724502373,0.0996220973298877
svr_eNet_set7,0.19529872566943263,0.03191767721203709,0.23893288435232285,0.28704171669391854,0.07598012614098049,0.3201933419808167,0.2578223825954872,0.2292633431571196
svr_eNet_set8,0.17889235192366415,0.03191767721203709,0.26909640716631666,0.23142409083789306,-0.015067941075030067,0.3331754914682885,0.23733749872900056,0.23370968101660905
svr_rf_set1,0.23276694643843476,0.009625497299150743,0.2419170508925863,0.07702078080160935,0.1698772192875483,0.29059566705511386,0.26967764742324773,0.10036952317291481
svr_rf_set2,0.2092730968111981,0.0035148067656470827,0.13869327790888897,0.07445242192276347,0.07734672786418773,0.03723201146037636,0.26296185391831883,0.021449092583729512
svr_rf_set3,-0.024552303359947514,-0.061005437734151347,0.03908397154075138,0.14610832468412527,-0.0753776415868126,-0.017577925932046545,-0.07588850445991913,-0.034246102075931484
svr_rf_set4,0.18176372171335542,-0.04841503028369698,0.259146006024463,0.18461814398032417,-0.13928759507450317,0.2951555832163625,0.16798567824555155,0.20926741197296284
svr_rf_set5,0.20992431842162573,0.014945038090259155,0.24288406580527366,0.07590869909530873,0.16564188813067582,0.29397047447593727,0.2638373437279814,0.09220827586697677
svr_rf_set6,0.16826353618064915,0.009695704929498894,0.15732859083535167,0.07751212896063919,0.0834901824423463,0.06639775731394004,0.25858258728095873,0.04899817932897399
svr_rf_set7,0.18933561909083918,-0.033238645628197006,0.27932330036719455,0.29189297634295175,-0.027364272538626055,0.26651792947251474,0.1838381499539341,0.2288711346825575
svr_rf_set8,0.1452468772011436,-0.03411524308638181,0.2825523470510689,0.1801076187624705,-0.12826994963565563,0.2671464827413631,0.13343992315527975,0.20372017721974156
svr_svr_set1,0.20125265209786136,0.06450381460643351,0.12731547013207078,0.08607439744785261,0.11762240674596292,0.22926266516836702,0.2050649231442515,0.10630429799895891
svr_svr_set2,0.18521922939141655,0.07353626708355399,0.12239837006087517,0.07659641594707645,0.08336103785450899,0.08055740569375369,0.23295180412558125,0.05381710666751627
svr_svr_set3,0.0491923860628003,-0.059144176832057305,0.10442169273467095,0.1971733431635354,0.023067625810734516,-0.006057451245758072,-0.11524769110936406,0.050277442711231246
svr_svr_set4,0.1532402476829824,-0.043830944591867205,0.2684214657986649,0.20733112453255653,-0.21946396857394657,0.257574088115482,0.18154591225162575,0.1732389224216766
svr_svr_set5,0.2239068516408188,0.05706546085178932,0.13492461400998534,0.08071867644324349,0.10510482373381913,0.238536599967065,0.28396085014961314,0.11485882725140473
svr_svr_set6,0.1751811856679092,0.0742039646210394,0.13589747953477604,0.08303539663211501,0.13245336663244767,0.1302587996795419,0.1713710914071791,0.07516188244693311
svr_svr_set7,0.1724783810804451,-0.025504150905220513,0.23059555649157915,0.2647221670860733,0.07926421301111763,0.3054655728722563,0.1549191737633816,0.2326128577174934
svr_svr_set8,0.18129895706250032,-0.035500402401877906,0.25396991543865866,0.20920373430390582,-0.2183255902543002,0.2618381490555548,0.11528806693834437,0.17409727585859447
svr_xgb_set1,0.21358138673132443,0.03929933907707528,0.1903613214064046,0.07720428756089748,0.12915718597014225,0.18323136457524558,0.2564198440490745,0.09565172629659457
svr_xgb_set2,0.12431577711393582,0.007134087245444065,0.13312725705558304,0.0754457704307181,0.10068787756567366,0.07693896957834556,0.20636530642105644,0.02234113506862434
svr_xgb_set3,-0.010870091424225237,-0.0677830754750195,-0.008280542608304131,0.16026392431658631,-0.11559321772306896,-0.011014747874791508,-0.055396916580837674,-0.046488892928150616
svr_xgb_set4,0.16122046535647572,-0.04314846851052678,0.25039790625381775,0.18883807785036766,-0.21823870692015035,0.2872956004436106,0.16001954407348373,0.14848847829582146
svr_xgb_set5,0.14520236774273299,0.050556033787969024,0.20305513037997736,0.07616268897528788,0.12674313652310976,0.18583670537404984,0.26378428923456665,0.0901161318739635
svr_xgb_set6,0.18820010875348825,0.016479497149429867,0.14096599641953278,0.07778879101095793,0.09503391644433845,0.08996044240268508,0.19782471311767436,0.05637524100967484
svr_xgb_set7,0.15674034502446088,-0.032590718059753554,0.23434899661221875,0.2857839413646026,-0.053488334944687965,0.2554790462746187,0.12380772479564295,0.21863801195828747
