,r2,mae,corr
eNet_eNet_set4,0.240483521259403,0.7025332561265344,0.5045844530205906
eNet_eNet_set5,0.3524802999178342,0.6394302170692012,0.6047398381316771
eNet_eNet_set6,0.3166243832339186,0.6630665836752491,0.5738350251529557
eNet_eNet_set7,0.23269023338981684,0.7059510461054521,0.4951539165202206
eNet_eNet_set8,0.23553811872790317,0.7042950754047292,0.500157246533333
eNet_rf_set1,0.3400636123770688,0.6521976790503816,0.596517898020398
eNet_rf_set2,0.29843196693068497,0.668260603277052,0.5592337606806931
eNet_rf_set3,0.09921240238642268,0.7695471728130718,0.3460533794499905
eNet_rf_set4,0.2369761813118605,0.704735918330103,0.5003791898127254
eNet_rf_set5,0.33728735488768763,0.6530270065671422,0.5938892054831337
eNet_rf_set6,0.308762362334336,0.6654753609476097,0.5682159837707262
eNet_rf_set7,0.23252590582345467,0.7097659899346483,0.49739387498780224
eNet_rf_set8,0.23179858396413466,0.7080011573430645,0.49625675610677106
eNet_svr_set1,0.34998761063737877,0.6428976793672514,0.6035476961602311
eNet_svr_set2,0.29643327722317975,0.6632681502045061,0.563970342682798
eNet_svr_set3,0.08616141665282229,0.7708447086004748,0.338866201953733
eNet_svr_set4,0.24202971087270916,0.698962748509151,0.505936153414486
eNet_svr_set5,0.350519424910451,0.6384139218616796,0.6034681240474795
eNet_svr_set6,0.31710086147559,0.6588736237378116,0.5762306378277948
eNet_svr_set7,0.2297751299838483,0.7056968041879812,0.49495092496718135
eNet_svr_set8,0.23363855893592367,0.7025971059152847,0.49891634662596923
eNet_xgb_set1,0.3393255963930989,0.6518171151654174,0.5961592565483196
eNet_xgb_set2,0.27782430830215876,0.6778994805086032,0.5468184280266732
eNet_xgb_set3,0.10396470476740712,0.7658257406837903,0.35255723236438113
eNet_xgb_set4,0.2372063302912098,0.7033775745901705,0.501946598599011
eNet_xgb_set5,0.3310925164475406,0.6511479988295225,0.5898203210958288
eNet_xgb_set6,0.29432374510515447,0.67208923072859,0.5604830288208211
eNet_xgb_set7,0.23335925029173454,0.7075887302172538,0.4998996505602966
eNet_xgb_set8,0.2359243738195524,0.706113290478932,0.5013539703749971
rf_eNet_set1,0.1863843297030593,0.7327163770651048,0.5593791260257561
rf_eNet_set2,0.22052281886709174,0.71788735499228,0.5572711164573826
rf_eNet_set3,0.09037614822269545,0.7736429030520109,0.32765915627202974
rf_eNet_set4,0.15620899349771028,0.7431385899603988,0.4439036540194909
rf_eNet_set5,0.20423155983050933,0.7239612163065925,0.5626402553960116
rf_eNet_set6,0.1889735377634824,0.7325683609123752,0.5638561132209439
rf_eNet_set7,0.1437548273428546,0.7502024065023717,0.4528799689138485
rf_eNet_set8,0.1488048596111332,0.7459204893113819,0.4416698040796291
rf_rf_set1,0.1727231975291873,0.7378179841941127,0.5094574663520628
rf_rf_set2,0.20736843527594095,0.7225698378827703,0.5324582656717176
rf_rf_set3,0.08049884016075731,0.7779098881404967,0.3052316976096429
rf_rf_set4,0.16830812852333626,0.7359427717801722,0.44992940853123325
rf_rf_set5,0.19338790181631924,0.7276819914112671,0.5302636348814997
rf_rf_set6,0.16972919361930522,0.7412637699111259,0.514899961576977
rf_rf_set7,0.14717930112441385,0.7483353760740044,0.43724021762053444
rf_rf_set8,0.14756335789476793,0.745711995450642,0.4292941420552087
rf_svr_set1,0.1801007093998641,0.7355772800287845,0.5496699000081957
rf_svr_set2,0.20621915403904784,0.7222598570730474,0.5285280414631077
rf_svr_set3,0.0915750658723461,0.7705892610770764,0.32663456032229776
rf_svr_set4,0.16057459265789753,0.7401681297548478,0.44583313813097825
rf_svr_set5,0.19525792542166226,0.7260786068150888,0.5480587013343732
rf_svr_set6,0.17504872167650426,0.73833382278193,0.5292140630791942
rf_svr_set7,0.1462228858342835,0.748943542029195,0.4465974987804715
rf_svr_set8,0.14813167543334393,0.7447643306350408,0.4376337084443066
rf_xgb_set1,0.15447180032447871,0.7496917321491099,0.4896480534497336
rf_xgb_set2,0.18644966003022467,0.7346328002578755,0.5001688548433982
rf_xgb_set3,0.07593309505258351,0.7786587106998955,0.2981951615192115
rf_xgb_set4,0.17179289708810236,0.7346478222872308,0.45525772757997285
rf_xgb_set5,0.1853407075226225,0.734342319668458,0.5218127952479595
rf_xgb_set6,0.14739313851803904,0.7530653952115038,0.4754739885842328
rf_xgb_set7,0.13618753076320933,0.755792686746757,0.42132168000782483
rf_xgb_set8,0.14012228467630483,0.7493876027794658,0.4187561705967459
svr_eNet_set1,0.18900585959726893,0.733111482101124,0.455395495254739
svr_eNet_set2,0.14397653938046412,0.757493728306988,0.39688315590476525
svr_eNet_set3,0.06568940159290301,0.7766655970528956,0.33421605891627937
svr_eNet_set4,0.1997810318280879,0.7169166197298595,0.48082954789210974
svr_eNet_set5,0.191421837660189,0.731455909084774,0.4502272562389473
svr_eNet_set6,0.1604693596069236,0.7494073813270322,0.4270393650206254
svr_eNet_set7,0.2045562747252644,0.7146972248410514,0.4711205055438236
svr_eNet_set8,0.18756065715984738,0.722151461559385,0.4674819928405347
svr_rf_set1,0.17398129154632574,0.7368630318814928,0.43406126641114734
svr_rf_set2,0.10311541115438876,0.7690744810496093,0.32998576462150564
svr_rf_set3,-0.012931952365491495,0.8047386593003089,0.3141639133305718
svr_rf_set4,0.13877923997435243,0.7453559585407324,0.4736653204375431
svr_rf_set5,0.16991501295175482,0.7376492530378557,0.42614206636918517
svr_rf_set6,0.10878358340904475,0.7659448121441845,0.34259924883196047
svr_rf_set7,0.17239702396789608,0.7327455023158194,0.47090009670368105
svr_rf_set8,0.13122852917612876,0.7489024513658464,0.4644684169821836
svr_svr_set1,0.1421750784177198,0.7540954100387204,0.4006941783724804
svr_svr_set2,0.1135547046030353,0.7644046227395227,0.3515630110097693
svr_svr_set3,0.030460396411974122,0.7884160200812009,0.31570402987458995
svr_svr_set4,0.1222571059546468,0.7477135999532845,0.4663832037472727
svr_svr_set5,0.15488458800596738,0.7482054766393451,0.4115197594982835
svr_svr_set6,0.12219539582774268,0.7616919261961476,0.36956088011132643
svr_svr_set7,0.17681922138964073,0.7262488701974512,0.44827505492399544
svr_svr_set8,0.11773376325017254,0.750819367749013,0.4566767825235005
svr_xgb_set1,0.14811330695834485,0.7529563120325712,0.402596460335277
svr_xgb_set2,0.09329452255992263,0.7735853383303353,0.3241755469685108
svr_xgb_set3,-0.019395445037226414,0.8050827194617024,0.30269269645355007
svr_xgb_set4,0.11685911210536247,0.7560327345034906,0.46531219468976864
svr_xgb_set5,0.1426820604864571,0.7544447122109523,0.3972797415549537
svr_xgb_set6,0.1078285882884727,0.7686391528392046,0.34063897171980095
svr_xgb_set7,0.14858987662817374,0.7440662817178845,0.45474467891949677
svr_xgb_set8,0.10703803880028724,0.7603716743982591,0.45039877029335146
xgb_eNet_set1,0.19136169789014978,0.7278989371353761,0.5119341873771622
xgb_eNet_set2,0.18833898924980458,0.735304968242334,0.46010197198439834
xgb_eNet_set3,0.043200709141377275,0.7884604798049619,0.2652967331127824
xgb_eNet_set4,0.15389415940292306,0.7440242757073584,0.4186548952420567
xgb_eNet_set5,0.20411130044400094,0.7223884404924299,0.5163886245683142
xgb_eNet_set6,0.16705525974883925,0.7415742463096143,0.4591438179796627
xgb_eNet_set7,0.15601300040012087,0.7430736749030451,0.43601716735548834
xgb_eNet_set8,0.15727381262075224,0.7414245380223738,0.4289456298275894
xgb_rf_set1,0.10074739724893658,0.7673182752617423,0.3697556955006146
xgb_rf_set2,0.1430236851924197,0.7515272785235558,0.3980338927454983
xgb_rf_set3,0.0030533207997450185,0.8063527947379059,0.2323684537267282
xgb_rf_set4,0.11296464781022388,0.75869736376212,0.37069380547939906
xgb_rf_set5,0.14227596904482157,0.7494322111948937,0.41830143733161673
xgb_rf_set6,0.043047783958025415,0.7895699466080299,0.2876966490041165
xgb_rf_set7,0.08336032749610915,0.7740635761172656,0.33053261895006575
xgb_rf_set8,0.08399013949216548,0.7667058350407367,0.3377691138039246
xgb_svr_set1,0.12792408016292425,0.7535684392332984,0.3994650530620707
xgb_svr_set2,0.16061019907906937,0.7430160185383026,0.4216298597905462
xgb_svr_set3,0.013186697555923027,0.8021586844194631,0.23559097791580141
xgb_svr_set4,0.11468819246749822,0.7606387933113576,0.3668440039422173
xgb_svr_set5,0.15551401581449492,0.7431436220567641,0.43573107153396223
xgb_svr_set6,0.10685989824580618,0.763905737602433,0.3603947498540366
xgb_svr_set7,0.09656220966513818,0.7670618775801487,0.3385784217537412
xgb_svr_set8,0.10102045516269727,0.7648285759918636,0.3486321382551609
xgb_xgb_set1,0.10814041775688944,0.7633557028847302,0.36461057773540406
xgb_xgb_set2,0.14725928096639407,0.7510931167944974,0.4026977459518245
xgb_xgb_set3,0.005047713779821911,0.8071900142200916,0.22901017297616408
xgb_xgb_set4,0.1127469952235044,0.761792094731193,0.36113427283187416
xgb_xgb_set5,0.14524465094241157,0.7488475960499175,0.4183223028385139
xgb_xgb_set6,0.07935121854983043,0.7765845676194579,0.3242977031099259
xgb_xgb_set7,0.09342621905511235,0.7704574441983219,0.3316330363306839
xgb_xgb_set8,0.09384559687203466,0.7662971871212996,0.3367129892542897
