name,label,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4
"Stacked: Resting and Task FC, SVR+eNet",svr_eNet_set8,0.222796254947627,0.201787776667676,0.189874450199369,0.251092584346314,0.219251353318852
"Stacked: All, SVR+RF",svr_rf_set1,0.220152223355822,0.182888905123028,0.151248653387406,0.121916129232341,0.076124967130155
"Stacked: Task Contrast, SVR+RF",svr_rf_set2,0.167896058783456,0.299760861679842,0.14332898204989,0.163257228402416,0.069053193913605
"Stacked: Non Task, SVR+RF",svr_rf_set3,0.164510178337789,0.113046660305102,-0.063073164689013,0.142122793641436,0.060205377816333
"Stacked: Task FC, SVR+RF",svr_rf_set4,0.169309253465797,0.005678949971508,-0.040622982764857,0.176302129071001,0.097736694134622
"Stacked: Task Contrast & Task FC, SVR+RF",svr_rf_set5,0.185112115335341,0.220234483566516,0.148975422151754,0.250833042907641,0.066892464374321
"Stacked: All excluding Task FC, SVR+RF",svr_rf_set6,0.216082719336708,0.186665855273781,0.145864624933544,0.264317104928681,0.077503900177919
"Stacked: All excluding Task Contrast, SVR+RF",svr_rf_set7,0.292767228723949,0.098627107902094,0.132709812766747,0.067271178060488,0.221521994270754
"Stacked: Resting and Task FC, SVR+RF",svr_rf_set8,0.212290022838866,0.15139908926417,0.028928778778774,0.267943209420827,0.191958516246282
"Stacked: All, SVR+SVR",svr_svr_set1,0.229406170097585,0.278212746527271,0.166213988312662,0.24444117190156,0.117657161710809
"Stacked: Task Contrast, SVR+SVR",svr_svr_set2,0.181910209779628,0.273196964702682,0.134070628329583,0.248411320685402,0.089081925072536
"Stacked: Non Task, SVR+SVR",svr_svr_set3,0.229378554868509,0.19364764023815,0.064859884233236,0.150765903889438,0.157181885527595
"Stacked: Task FC, SVR+SVR",svr_svr_set4,0.1898108474582,0.053161520863639,0.069297186746069,0.145504065347634,0.115386629596852
"Stacked: Task Contrast & Task FC, SVR+SVR",svr_svr_set5,0.209337699252752,0.265183620489174,0.147246305117879,0.24769606037753,0.101810723086295
"Stacked: All excluding Task FC, SVR+SVR",svr_svr_set6,0.207159530914763,0.298932582035461,0.144075688576407,0.261783818716079,0.114383497218574
"Stacked: All excluding Task Contrast, SVR+SVR",svr_svr_set7,0.277866412538628,0.194502423472298,0.184748226344685,0.191126501898991,0.264747076942149
"Stacked: Resting and Task FC, SVR+SVR",svr_svr_set8,0.203704524873102,0.147150505175501,0.146945137231361,0.257468533827017,0.212629469730657
"Stacked: All, SVR+XGB",svr_xgb_set1,0.229870630108382,0.179686181607614,0.154508370775607,0.155357524471151,0.068523129007458
"Stacked: Task Contrast, SVR+XGB",svr_xgb_set2,0.172388201590498,0.334242834272614,0.141190914876566,0.166948789100073,0.063948797784136
"Stacked: Non Task, SVR+XGB",svr_xgb_set3,0.221225614411432,0.115719210416419,-0.009860912186203,0.130805324288793,0.044787126320335
"Stacked: Task FC, SVR+XGB",svr_xgb_set4,0.164514254282699,0.074975367359646,0.022703221789098,0.157841274667718,0.103637893359493
"Stacked: Task Contrast & Task FC, SVR+XGB",svr_xgb_set5,0.193523771096931,0.23374716664871,0.15384112812562,0.225543230410557,0.048302621614486
"Stacked: All excluding Task FC, SVR+XGB",svr_xgb_set6,0.235239221777359,0.219650482042308,0.150208350324185,0.172677581346108,0.068560980793968
"Stacked: All excluding Task Contrast, SVR+XGB",svr_xgb_set7,0.267510361101653,0.138082654555554,0.153877520538125,0.126327069866019,0.229102577396535
"Stacked: Resting and Task FC, SVR+XGB",svr_xgb_set8,0.203677174391747,0.107498805968003,0.09066219206653,0.24455512078327,0.190929911658898
"Stacked: All, XGB+eNet",xgb_eNet_set1,0.188299713643829,0.227039418679011,0.221621044292146,0.163652454532395,0.16588109469847
"Stacked: Task Contrast, XGB+eNet",xgb_eNet_set2,0.198582091236996,0.261203678886549,0.164730473339147,0.168094756754948,0.064684417618468
