name,label,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7
"Cortical Thickness, SVR",svr_cort,0.154820183050346,0.142959247226018,0.145074302730772,0.229387602113102,0.118968827898161,0.213465364249516,0.17577990874681,0.132823759109464
"Emotion Processing Contrast, SVR",svr_emo,0.159503946279732,0.266813348971749,0.30884733701963,0.327781192077851,0.219298736444243,0.14970537655736,0.265512795912219,0.437601390313719
"Gambling Contrast, SVR",svr_gam,0.222133709633542,0.087295631333817,0.044057466197645,0.276435185617965,0.064670142999975,0.149228512303631,0.319885471766925,0.084917815341513
"Gambling FC, SVR",svr_gam_FC_PCA75,0.228819114323938,0.291906609123667,0.16719432881022,0.408896438072767,0.201320933200949,0.386131048995107,0.459028830088166,0.327279522734436
"Language Contrast, SVR",svr_lan,0.445475569453304,0.328379579890129,0.439156780207145,0.323263473703161,0.204828345592371,0.424694666342707,0.513475534278976,0.514848652931605
"Language FC, SVR",svr_lan_FC_PCA75,0.508946606015659,0.316917401574549,0.348390090164957,0.417285001018843,0.259840441133177,0.510421259515309,0.458995674514507,0.389512460016486
"Motor Contrast, SVR",svr_mot,0.348274772956117,0.346992483744154,0.34804186159179,0.310630330501749,0.272759139886528,0.194955318876009,0.461898663219134,0.276007641152038
"Motor FC, SVR",svr_mot_FC_PCA75,0.34009719744859,0.231697002741634,0.321318628684627,0.317784010607113,0.226787539537787,0.262104404421072,0.394768281457349,0.369768291087348
"Relational Contrast, SVR",svr_rel,0.263913556907143,0.240153895957295,0.190100974127205,0.473275048682764,0.466026733669462,0.34920456387512,0.495104726007204,0.225956944069372
"Relational FC, SVR",svr_rel_FC_PCA75,0.371939697789809,0.293486852345368,0.503863978268829,0.406013738373236,0.179843490104902,0.378733835586433,0.341373531270819,0.400060653623744
"Resting State FC, SVR",svr_rest_PCA75,0.304492542223253,0.289613388866781,0.366515344303973,0.352530264423254,0.196979522014385,0.275803000926407,0.314085908196958,0.319218777959821
"Social Cognition Contrast, SVR",svr_soc,0.258445592146272,0.173914411165393,0.39858520534509,0.331501300828647,0.296713178316947,0.134063044749806,0.27847536422116,0.212644989488154
"Social Cognition FC, SVR",svr_soc_FC_PCA75,0.492288283332309,0.39548321570407,0.464239384747153,0.394037908357386,0.3397269934236,0.410309049344906,0.45864443203045,0.364822574504283
"Subcortical Volume, SVR",svr_subc,-0.120007941134772,0.339663925192522,0.073959805147165,0.210007158338477,0.049158703221409,0.228503348838987,0.35157472072251,0.061591288114032
"Surface Area, SVR",svr_surf,0.192664233328928,0.144936710943288,0.129325541119899,0.418680945069045,0.260349014956038,0.257397817203318,0.316972558692676,0.313223321428971
"Working Memory Contrast, SVR",svr_wm,0.538081487322431,0.504527538676436,0.540026375178608,0.51197478948035,0.39994943066963,0.417585874034565,0.572846773640149,0.546340933186761
"Working Memory FC, SVR",svr_wm_FC_PCA75,0.359230910549679,0.386132623506447,0.487332333139487,0.532362009383802,0.285665987065552,0.537601104441985,0.619969360690416,0.495093278353427
"Total Brain Volume, XGB",xgb_VolBrain,-0.025657697772154,0.238895970683984,0.055542158669771,0.296030446053913,0.118560163152804,0.211801615506299,0.401629977652075,0.180014835916635
"Cortical Thickness, XGB",xgb_cort,0.169402663434233,0.170092671443346,0.015238222353006,0.162723985709211,0.051101324414065,0.172294504503522,0.035179147136429,0.101687239412512
"Emotion Processing Contrast, XGB",xgb_emo,0.157384366410314,0.184215815865497,0.242544384422733,0.204585703274028,0.202208262350471,0.098576106346322,0.282346902584125,0.161123521805542
"Gambling Contrast, XGB",xgb_gam,0.32237456596915,0.106973792720981,0.055402688715747,0.198044899216374,0.09368443904148,0.032358502827548,0.207203827496869,-0.105593132180504
"Gambling FC, XGB",xgb_gam_FC_PCA75,0.234862513793257,0.220305755352522,0.188924992765813,0.269940963364026,0.12003395077798,0.375717433199846,0.446586500864271,0.356644457372192
"Language Contrast, XGB",xgb_lan,0.483142951533509,0.166682749845898,0.47063804821485,0.273090610525496,0.209306418510849,0.326167581167153,0.433778668095695,0.369201220987009
"Language FC, XGB",xgb_lan_FC_PCA75,0.429144713141956,0.273373826898622,0.244522221865746,0.285822759540335,0.113612012790049,0.405561156066799,0.387814245630988,0.351602788020146
"Motor Contrast, XGB",xgb_mot,0.251810850867179,0.215053702202084,0.266505368439989,0.43555049134821,0.284140973219416,0.075087736174439,0.290508920436933,0.280830628571997
"Motor FC, XGB",xgb_mot_FC_PCA75,0.300971978094273,0.148196136417058,0.315690354137355,0.19688290991172,0.160065627561288,0.261445460890199,0.330059758569729,0.273402129122285
"Relational Contrast, XGB",xgb_rel,0.239362347912834,0.212811027012649,0.138402156246537,0.419563629969479,0.392470637922237,0.287418443457403,0.451604157441347,0.166296733678529
"Relational FC, XGB",xgb_rel_FC_PCA75,0.35527272003623,0.258870424472062,0.413978880211095,0.326350339985398,0.140844510782098,0.184343973265489,0.230388493358886,0.279345598190721
"Resting State FC, XGB",xgb_rest_PCA75,0.185706176829916,0.173538906814344,0.152984358012916,0.322664643684097,0.111429381637607,0.337227317623434,0.383652147503947,0.221495662509334
"Social Cognition Contrast, XGB",xgb_soc,0.373530308868957,0.2020011314025,0.336055860508398,0.27024847220724,0.301392048283938,0.269432550935085,0.175700096899049,0.144402574153784
"Social Cognition FC, XGB",xgb_soc_FC_PCA75,0.454862641231524,0.403273982895557,0.358801748775549,0.279423941815497,0.330059538746056,0.371676389955975,0.503433096734933,0.205628322391148
"Subcortical Volume, XGB",xgb_subc,-0.007694684502533,0.351892289902769,0.20447831354804,0.25192274826169,0.110618934531981,0.2173148775913,0.407924628032669,0.082139152481591
"Surface Area, XGB",xgb_surf,0.062512466264251,0.098716265956411,0.15698674743389,0.330668324334993,0.149850044257193,0.237632135512329,0.31796679552135,0.246471777944617
"Working Memory Contrast, XGB",xgb_wm,0.49362300183793,0.435724963827237,0.502056844216296,0.431477961071712,0.323916783202426,0.317297023697136,0.55221904474066,0.518863932820482
"Working Memory FC, XGB",xgb_wm_FC_PCA75,0.340956838975513,0.260885476197384,0.456039821285529,0.512389041256897,0.193083906677549,0.362684272707172,0.447188103126579,0.5497959656115
"Stacked: All, eNet+eNet",eNet_eNet_set1,0.662210917097737,0.541767124802097,0.659384047060545,0.649798385832405,0.475622552419913,0.537589361688072,0.668218588822715,0.634302332159473
"Stacked: Task Contrast, eNet+eNet",eNet_eNet_set2,0.622690906363167,0.498109684927796,0.600041312365492,0.604175390625948,0.456619693264051,0.474471090381121,0.62902782477958,0.636331446677158
"Stacked: Non Task, eNet+eNet",eNet_eNet_set3,0.237623920425176,0.268636683354327,0.377517741558321,0.447180779313491,0.271874660845362,0.340364014352652,0.361705473271985,0.369687568349746
"Stacked: Task FC, eNet+eNet",eNet_eNet_set4,0.508816000147307,0.420804890738534,0.594529895084914,0.532636458119111,0.356819361695184,0.536337890761131,0.574887161765776,0.511843965852769
"Stacked: Task Contrast & Task FC, eNet+eNet",eNet_eNet_set5,0.649816267753115,0.533030165714958,0.678264714816625,0.636289572649102,0.475422684816677,0.54003732803101,0.673740456725731,0.651317514546198
"Stacked: All excluding Task FC, eNet+eNet",eNet_eNet_set6,0.637530986483614,0.513009538855883,0.596863741528483,0.633251233016631,0.465827899721105,0.497963010877503,0.636135845898328,0.610097944842099
"Stacked: All excluding Task Contrast, eNet+eNet",eNet_eNet_set7,0.488527009196828,0.425340280589712,0.552159306578187,0.563776334421481,0.353630842487397,0.530143615285514,0.553640744852398,0.494013198750247
"Stacked: Resting and Task FC, eNet+eNet",eNet_eNet_set8,0.499164570380572,0.415209245932015,0.593634828014663,0.534712471788669,0.355614967022062,0.531429282407292,0.567519422199454,0.503973184521938
"Stacked: All, eNet+RF",eNet_rf_set1,0.646281266435594,0.536018591243864,0.674707941412479,0.611097052235882,0.46654182953049,0.568938424051775,0.643399503791875,0.625158575461226
"Stacked: Task Contrast, eNet+RF",eNet_rf_set2,0.606305877941336,0.486145183851973,0.611373408065624,0.563934107943072,0.4501085606679,0.504071528020515,0.62137294242995,0.630558476525175
"Stacked: Non Task, eNet+RF",eNet_rf_set3,0.261372413257195,0.296561134459027,0.338025875860667,0.450205035852934,0.271544849135383,0.383648896034579,0.389277115896924,0.377791715103215
"Stacked: Task FC, eNet+RF",eNet_rf_set4,0.506449526916816,0.422586039036907,0.59243565205164,0.531338825955284,0.365921512058134,0.509185736791035,0.561903452434247,0.51321277325774
"Stacked: Task Contrast & Task FC, eNet+RF",eNet_rf_set5,0.642531756989655,0.521700227794914,0.679313381369349,0.593133674316953,0.463900368795756,0.56042575522264,0.643050173541699,0.647058305834105
"Stacked: All excluding Task FC, eNet+RF",eNet_rf_set6,0.619306336261886,0.502832529793233,0.601254501475726,0.603808598600899,0.452153518805642,0.534948135221945,0.639016765502865,0.592407484503613
"Stacked: All excluding Task Contrast, eNet+RF",eNet_rf_set7,0.500363029380334,0.429911914526588,0.567659483144334,0.558794626126038,0.385371178612373,0.514389633976387,0.530762976554839,0.491898157581526
"Stacked: Resting and Task FC, eNet+RF",eNet_rf_set8,0.503444193053198,0.420688625696029,0.587161478430114,0.530680688277657,0.365590121608354,0.499113274996913,0.559183846247825,0.504191820544078
"Stacked: All, eNet+SVR",eNet_svr_set1,0.660134447198132,0.539121447885788,0.66134574146761,0.65113704811451,0.485031028473117,0.527579626033736,0.67077108784924,0.633261142259715
"Stacked: Task Contrast, eNet+SVR",eNet_svr_set2,0.625731940527097,0.498257545399012,0.606545979109115,0.605125422257458,0.451661258886222,0.471490047128269,0.615028354405098,0.637922193750114
"Stacked: Non Task, eNet+SVR",eNet_svr_set3,0.245039043363853,0.2830520711914,0.352978160659652,0.478201475860322,0.270160748671382,0.334648966029328,0.369576448905628,0.377272700948298
"Stacked: Task FC, eNet+SVR",eNet_svr_set4,0.512558329349378,0.4252970485576,0.601466301864538,0.528387245276299,0.360931298426084,0.533020440691142,0.574172146344667,0.51165641680618
"Stacked: Task Contrast & Task FC, eNet+SVR",eNet_svr_set5,0.655436841301138,0.52648829221061,0.692981637512866,0.637437588820482,0.47203832273572,0.533149155360349,0.662470747508029,0.647742406930643
"Stacked: All excluding Task FC, eNet+SVR",eNet_svr_set6,0.635959256280313,0.507499167075607,0.60438731799891,0.631795503134793,0.477766103910442,0.487628027031485,0.643182624463026,0.621627102727783
"Stacked: All excluding Task Contrast, eNet+SVR",eNet_svr_set7,0.473717164359832,0.433682134344694,0.564986360681263,0.557023487025764,0.351651899542516,0.526030897435181,0.555180386107715,0.497335070240487
"Stacked: Resting and Task FC, eNet+SVR",eNet_svr_set8,0.496589442390309,0.416980815479576,0.599165127987645,0.533714405022632,0.361855401263952,0.520908476023172,0.560578151144122,0.501538953696346
"Stacked: All, eNet+XGB",eNet_xgb_set1,0.645294123927988,0.507236221211814,0.668438088812017,0.626807496908966,0.475364155169913,0.558905126818396,0.655861557571981,0.631367281965483
"Stacked: Task Contrast, eNet+XGB",eNet_xgb_set2,0.591568867840818,0.493735749279597,0.612284853867477,0.53282406880939,0.43295831554643,0.491212015212878,0.601235681183887,0.618727872472908
"Stacked: Non Task, eNet+XGB",eNet_xgb_set3,0.252495861370028,0.314856909338726,0.366602814470749,0.471326307486922,0.299948909337354,0.373401381866643,0.36619531640403,0.375630358640596
"Stacked: Task FC, eNet+XGB",eNet_xgb_set4,0.519941372382334,0.423743934686755,0.585103500620874,0.544348979106261,0.352835730349497,0.508339397927746,0.55926121999091,0.521998653727712
"Stacked: Task Contrast & Task FC, eNet+XGB",eNet_xgb_set5,0.641071863417588,0.514670741828559,0.670674625390996,0.598472993067817,0.472789833478528,0.52777475437007,0.652682877587546,0.640424879625525
"Stacked: All excluding Task FC, eNet+XGB",eNet_xgb_set6,0.607237545493053,0.485468566464385,0.584438932979512,0.601406362899709,0.4642722377117,0.517615979510935,0.632969158163515,0.590455447343761
"Stacked: All excluding Task Contrast, eNet+XGB",eNet_xgb_set7,0.495694404919476,0.435373054492425,0.562786343718389,0.563957957524741,0.390845302822744,0.527374852386002,0.52468293855143,0.498482350067168
"Stacked: Resting and Task FC, eNet+XGB",eNet_xgb_set8,0.512904561075507,0.435004189504778,0.58656943474863,0.530264069189616,0.361452213598655,0.511664096248219,0.560238857175012,0.51273434145956
"Stacked: All, RF+eNet",rf_eNet_set1,0.609101523646744,0.461024220399178,0.591004331686364,0.623833176911113,0.448596208185932,0.53663000346542,0.650820698975287,0.554022844936012
"Stacked: Task Contrast, RF+eNet",rf_eNet_set2,0.614601855755633,0.455297648054953,0.583177496216203,0.616877425060236,0.516810612824685,0.432068225699367,0.651715405763833,0.587620262284151
"Stacked: Non Task, RF+eNet",rf_eNet_set3,0.288974473554793,0.24811440928259,0.229702305764677,0.364905812311758,0.348274013823261,0.456455194556769,0.421519650904849,0.26332738997754
"Stacked: Task FC, RF+eNet",rf_eNet_set4,0.51854627406631,0.362273745354875,0.500111517730555,0.462687671779721,0.240779813742717,0.473657864294933,0.551394696843353,0.441777648343463
"Stacked: Task Contrast & Task FC, RF+eNet",rf_eNet_set5,0.618172318614804,0.458264618677112,0.606443922741218,0.620270243737155,0.433482988126456,0.513584314873457,0.669075676296099,0.581827960101791
"Stacked: All excluding Task FC, RF+eNet",rf_eNet_set6,0.608136927148696,0.476775578318208,0.566570939007729,0.630934003850486,0.524925646921652,0.521112267752912,0.638522513505418,0.54387102926245
"Stacked: All excluding Task Contrast, RF+eNet",rf_eNet_set7,0.502814911962408,0.367700181544424,0.480110707071939,0.498030106298944,0.300208856678529,0.509960776801361,0.543014539932299,0.421199671020884
"Stacked: Resting and Task FC, RF+eNet",rf_eNet_set8,0.508965259189009,0.36503451617347,0.484661704019444,0.457851384350657,0.262987989141927,0.491569203259139,0.547183205746983,0.415105170756404
"Stacked: All, RF+RF",rf_rf_set1,0.546590336102672,0.419243969795492,0.545942248792816,0.572788180182914,0.384525345897494,0.505148451708531,0.585339514967705,0.516081683368878
"Stacked: Task Contrast, RF+RF",rf_rf_set2,0.625088563712804,0.427800861317601,0.595684814788896,0.583635110976952,0.492694259209301,0.384718204650709,0.612354365993583,0.537689944723895
"Stacked: Non Task, RF+RF",rf_rf_set3,0.272737591084229,0.219666868477376,0.221814509390021,0.320785956885458,0.318560115352948,0.438459076681729,0.374915193459742,0.274914269545639
"Stacked: Task FC, RF+RF",rf_rf_set4,0.502970636618033,0.367506527038186,0.512477120965997,0.500484408254566,0.241089111841489,0.442708663526591,0.563403248864012,0.468795551140993
"Stacked: Task Contrast & Task FC, RF+RF",rf_rf_set5,0.585953240787108,0.424368131011234,0.573450058522049,0.611547633892279,0.387822364519002,0.468412769232532,0.632926472263261,0.557628408824533
"Stacked: All excluding Task FC, RF+RF",rf_rf_set6,0.555558999511291,0.43625604639046,0.560403301980407,0.556795945091755,0.477200923358626,0.49624428929885,0.545363672065086,0.491376514919342
"Stacked: All excluding Task Contrast, RF+RF",rf_rf_set7,0.458858846266399,0.365059356791924,0.478476585245188,0.470104185940923,0.27657698851631,0.481574710643636,0.529451660802847,0.437819406757049
"Stacked: Resting and Task FC, RF+RF",rf_rf_set8,0.45787101865112,0.363324497033899,0.474963269390386,0.456351711965053,0.261149955516054,0.469902269294373,0.536562962918978,0.414227451671808
"Stacked: All, RF+SVR",rf_svr_set1,0.600297249691094,0.424489026498334,0.610535870535957,0.62624291099504,0.501200367021364,0.490901176242463,0.609696449340878,0.533996149740435
"Stacked: Task Contrast, RF+SVR",rf_svr_set2,0.597266201595561,0.425912183040907,0.582857046713137,0.58392994150493,0.504257054357902,0.397111745814257,0.599876471764887,0.537013686913282
"Stacked: Non Task, RF+SVR",rf_svr_set3,0.313843149409313,0.228108566615567,0.242423053559255,0.350796122929703,0.345768113416986,0.449137052965444,0.418735589230461,0.264264834451652
"Stacked: Task FC, RF+SVR",rf_svr_set4,0.506761693549026,0.343950876268041,0.51521135967967,0.502737510269801,0.219549523575819,0.437699543274629,0.566072016280869,0.474682582149971
"Stacked: Task Contrast & Task FC, RF+SVR",rf_svr_set5,0.598277269459711,0.429761189150071,0.591412226453992,0.633885043019207,0.450241648366312,0.441251956299487,0.65337913061829,0.586261147307916
"Stacked: All excluding Task FC, RF+SVR",rf_svr_set6,0.577431977812086,0.43131123343704,0.554084863629217,0.585377269180247,0.529164736021357,0.510553850147044,0.569417205579726,0.476371368826836
"Stacked: All excluding Task Contrast, RF+SVR",rf_svr_set7,0.487017138764793,0.322037785204736,0.492562737694116,0.489491148406747,0.332002101666046,0.488371945086633,0.542143574476827,0.419153558943873
"Stacked: Resting and Task FC, RF+SVR",rf_svr_set8,0.484849027372814,0.339912738344064,0.501316623063017,0.481993396004148,0.25331240465356,0.456136173449189,0.551682488413645,0.431866816254016
"Stacked: All, RF+XGB",rf_xgb_set1,0.51183045823767,0.389097911541134,0.547653204626367,0.549936405842848,0.381388078911164,0.477539714170581,0.542339286284281,0.517399367983824
"Stacked: Task Contrast, RF+XGB",rf_xgb_set2,0.585071799057264,0.397961463932353,0.58672357298031,0.560689957037418,0.468272739781977,0.337737468348166,0.55937931570864,0.505514521901058
"Stacked: Non Task, RF+XGB",rf_xgb_set3,0.275979486673708,0.203688942981631,0.221981756478965,0.302883674005588,0.323814110332899,0.429452830298809,0.340933130118182,0.286827361263911
"Stacked: Task FC, RF+XGB",rf_xgb_set4,0.507079625968947,0.383655520988285,0.523636771094607,0.501561623859721,0.233275058968622,0.436380788598451,0.571153626272563,0.485318804888586
"Stacked: Task Contrast & Task FC, RF+XGB",rf_xgb_set5,0.566399801272824,0.405279543747813,0.564334344977117,0.604989856522459,0.413014199491872,0.432922227639669,0.618381684594773,0.569180703737149
"Stacked: All excluding Task FC, RF+XGB",rf_xgb_set6,0.488340270007454,0.362355348237049,0.544560378303569,0.527022734153235,0.465249286272239,0.490267643480651,0.45483344420804,0.471162804011625
"Stacked: All excluding Task Contrast, RF+XGB",rf_xgb_set7,0.439550590006297,0.328022727021832,0.460558761087571,0.455118341387625,0.28963112832368,0.446984069004159,0.504713245567136,0.445994577664298
"Stacked: Resting and Task FC, RF+XGB",rf_xgb_set8,0.429597659589911,0.348457248461393,0.471444294863508,0.455184296598549,0.250983263085095,0.45614767559123,0.53206587512528,0.406169051459002
"Stacked: All, SVR+eNet",svr_eNet_set1,0.508244676089135,0.343405187746465,0.484498905223155,0.317524029203401,0.406733335867392,0.549854759311895,0.631650104407682,0.401252964188787
"Stacked: Task Contrast, SVR+eNet",svr_eNet_set2,0.510382633369583,0.34306668465762,0.412991396673519,0.325336047492752,0.392083415186467,0.332029397499683,0.588657086540654,0.270518585817845
"Stacked: Non Task, SVR+eNet",svr_eNet_set3,0.316178833409749,0.292016184161961,0.33216345248944,0.474431184319119,0.285667261389487,0.265415654151684,0.357924231535891,0.349931669872905
"Stacked: Task FC, SVR+eNet",svr_eNet_set4,0.487207325333589,0.328843969568506,0.532465961003164,0.506916830105077,0.30861913795955,0.593237676160896,0.563858394007887,0.525487088998209
"Stacked: Task Contrast & Task FC, SVR+eNet",svr_eNet_set5,0.515002569919686,0.342810948818882,0.468901296222211,0.317524029203401,0.380804222798302,0.543350815469643,0.653610996807497,0.379813170671955
"Stacked: All excluding Task FC, SVR+eNet",svr_eNet_set6,0.508872282749947,0.37310526775355,0.466746922640843,0.325336047492752,0.421179561508033,0.427171970064515,0.559570042971587,0.334332824983776
"Stacked: All excluding Task Contrast, SVR+eNet",svr_eNet_set7,0.45115032167898,0.329451422343064,0.497251164779132,0.53658325039166,0.340190488294673,0.580795594192331,0.544806100265757,0.488735702404993
"Stacked: Resting and Task FC, SVR+eNet",svr_eNet_set8,0.457345853096969,0.329451422343064,0.529966671512463,0.491474267141227,0.298413069153528,0.593272191958083,0.540071835512721,0.499860632006223
"Stacked: All, SVR+RF",svr_rf_set1,0.483338176012711,0.255569109043377,0.543599341537868,0.31387997318098,0.413411582446911,0.554653482701108,0.566755551318728,0.341282915047494
"Stacked: Task Contrast, SVR+RF",svr_rf_set2,0.479766751339596,0.166780961677329,0.390488948778074,0.31075867819398,0.293382302419527,0.228034429238785,0.571110809108853,0.1995632362159
"Stacked: Non Task, SVR+RF",svr_rf_set3,0.280081283110913,0.288179877999089,0.296010526383101,0.441275426625669,0.279302052604812,0.256522346157891,0.349666427408919,0.32227336635418
"Stacked: Task FC, SVR+RF",svr_rf_set4,0.501220150136242,0.317331357009826,0.531115985622572,0.510531475255685,0.282991600537734,0.590045429205135,0.534458380691754,0.521628185041397
"Stacked: Task Contrast & Task FC, SVR+RF",svr_rf_set5,0.474332817737413,0.255415765975289,0.527924822511342,0.312227704148527,0.407025187916626,0.550744623218137,0.553419271339526,0.328046338106622
"Stacked: All excluding Task FC, SVR+RF",svr_rf_set6,0.425421479767377,0.190543770887023,0.426372178894618,0.314771730107635,0.302291665571201,0.268966724217852,0.562225363149974,0.250201078060005
"Stacked: All excluding Task Contrast, SVR+RF",svr_rf_set7,0.468805012488646,0.324764379808982,0.536416956275168,0.548115446103278,0.310479651621697,0.549188247581467,0.518718912715106,0.510712167035105
"Stacked: Resting and Task FC, SVR+RF",svr_rf_set8,0.467330872700286,0.326092565067461,0.547230647129022,0.499960544845652,0.267928904092767,0.579050789412702,0.51284276601486,0.51531024659472
"Stacked: All, SVR+SVR",svr_svr_set1,0.457236835436572,0.316703239032658,0.374716026337527,0.325447690227509,0.345958435813785,0.508482505427369,0.537852729769652,0.33915596493477
